customer_id,age_band,income_band,employment_status,residential_type,region_type,vulnerability_flag,dataset_split
C0902,<25,Low,Unemployed,Owned,Urban,No,Test
C0903,25-40,Medium,Salaried,Family,Urban,Yes,Test
C0904,40-60,Low,Salaried,Owned,Urban,No,Test
C0905,25-40,Medium,Self-Employed,Family,Rural,Yes,Test
C0906,60+,Low,Salaried,Rented,Urban,No,Test
C0907,40-60,High,Retired,Rented,Rural,No,Test
C0908,25-40,Medium,Salaried,Owned,Urban,No,Test
C0909,25-40,Low,Salaried,Rented,Semi-Urban,No,Test
C0910,25-40,Low,Salaried,Owned,Semi-Urban,No,Test
C0911,40-60,Low,Salaried,Owned,Rural,No,Test
C0912,25-40,High,Salaried,Owned,Semi-Urban,No,Test
C0913,40-60,High,Unemployed,Owned,Semi-Urban,No,Test
C0914,25-40,Medium,Retired,Family,Urban,No,Test
C0915,40-60,Medium,Salaried,Family,Urban,No,Test
C0916,25-40,Medium,Self-Employed,Owned,Rural,Yes,Test
C0917,25-40,High,Unemployed,Rented,Urban,No,Test
C0918,60+,Medium,Unemployed,Owned,Urban,No,Test
C0919,40-60,Medium,Salaried,Rented,Semi-Urban,No,Test
C0920,25-40,Medium,Salaried,Family,Urban,No,Test
C0921,60+,Medium,Salaried,Family,Rural,Yes,Test
C0922,25-40,Low,Unemployed,Rented,Semi-Urban,No,Test
C0923,60+,Medium,Unemployed,Rented,Semi-Urban,No,Test
C0924,40-60,Medium,Salaried,Owned,Rural,No,Test
C0925,25-40,Medium,Salaried,Family,Urban,No,Test
C0926,<25,Low,Retired,Owned,Urban,No,Test
C0927,25-40,Medium,Unemployed,Rented,Urban,No,Test
C0928,40-60,Medium,Retired,Rented,Urban,No,Test
C0929,40-60,Medium,Unemployed,Rented,Semi-Urban,No,Test
C0930,25-40,Low,Salaried,Owned,Rural,No,Test
C0931,25-40,Medium,Self-Employed,Family,Urban,Yes,Test
C0932,40-60,Medium,Self-Employed,Owned,Urban,No,Test
C0933,60+,Medium,Salaried,Rented,Rural,No,Test
C0934,40-60,Medium,Self-Employed,Owned,Urban,No,Test
C0935,25-40,Medium,Unemployed,Owned,Urban,No,Test
C0936,25-40,High,Salaried,Rented,Urban,No,Test
C0937,<25,Low,Unemployed,Rented,Rural,No,Test
C0938,60+,High,Self-Employed,Owned,Semi-Urban,No,Test
C0939,25-40,Medium,Retired,Owned,Semi-Urban,No,Test
C0940,40-60,Low,Salaried,Rented,Rural,No,Test
C0941,25-40,Low,Salaried,Rented,Urban,No,Test
C0942,40-60,Low,Self-Employed,Family,Urban,No,Test
C0943,40-60,Medium,Salaried,Owned,Rural,Yes,Test
C0944,40-60,Medium,Unemployed,Owned,Urban,No,Test
C0945,25-40,Medium,Unemployed,Owned,Semi-Urban,No,Test
C0946,<25,Medium,Salaried,Owned,Rural,No,Test
C0947,25-40,Medium,Self-Employed,Rented,Semi-Urban,No,Test
C0948,60+,Low,Self-Employed,Rented,Semi-Urban,Yes,Test
C0949,60+,Low,Salaried,Owned,Rural,No,Test
C0950,40-60,Medium,Retired,Owned,Rural,No,Test
C0951,40-60,Low,Unemployed,Owned,Urban,Yes,Test
C0952,40-60,Low,Self-Employed,Family,Urban,No,Test
C0953,25-40,Medium,Unemployed,Family,Urban,No,Test
C0954,60+,Medium,Self-Employed,Owned,Semi-Urban,No,Test
C0955,25-40,High,Retired,Owned,Urban,Yes,Test
C0956,25-40,High,Self-Employed,Family,Semi-Urban,No,Test
C0957,40-60,Medium,Unemployed,Family,Urban,No,Test
C0958,<25,Medium,Unemployed,Rented,Semi-Urban,No,Test
C0959,25-40,Medium,Salaried,Owned,Urban,No,Test
C0960,40-60,Medium,Unemployed,Owned,Semi-Urban,No,Test
C0961,<25,Low,Salaried,Rented,Semi-Urban,No,Test
C0962,40-60,Medium,Salaried,Owned,Urban,No,Test
C0963,25-40,High,Salaried,Owned,Urban,No,Test
C0964,25-40,Medium,Retired,Rented,Semi-Urban,No,Test
C0965,25-40,Medium,Unemployed,Owned,Urban,No,Test
C0966,25-40,Medium,Unemployed,Rented,Urban,No,Test
C0967,40-60,Low,Unemployed,Owned,Rural,No,Test
C0968,25-40,Medium,Self-Employed,Owned,Semi-Urban,Yes,Test
C0969,40-60,Low,Retired,Rented,Rural,No,Test
C0970,25-40,Low,Self-Employed,Owned,Urban,No,Test
C0971,40-60,Low,Salaried,Family,Urban,No,Test
C0972,60+,High,Salaried,Rented,Rural,No,Test
C0973,40-60,Low,Unemployed,Owned,Semi-Urban,No,Test
C0974,25-40,Medium,Unemployed,Rented,Semi-Urban,No,Test
C0975,<25,Low,Salaried,Owned,Urban,No,Test
C0976,25-40,High,Salaried,Family,Urban,No,Test
C0977,40-60,Low,Unemployed,Owned,Urban,Yes,Test
C0978,<25,Medium,Salaried,Rented,Urban,Yes,Test
C0979,25-40,High,Unemployed,Owned,Urban,No,Test
C0980,40-60,High,Retired,Rented,Urban,No,Test
C0981,25-40,Low,Salaried,Family,Rural,No,Test
C0982,40-60,High,Salaried,Family,Urban,Yes,Test
C0983,25-40,Medium,Unemployed,Owned,Semi-Urban,No,Test
C0984,<25,Medium,Unemployed,Owned,Rural,Yes,Test
C0985,40-60,Low,Self-Employed,Family,Semi-Urban,Yes,Test
C0986,25-40,Low,Retired,Family,Urban,Yes,Test
C0987,40-60,Medium,Salaried,Owned,Semi-Urban,No,Test
C0988,25-40,Medium,Self-Employed,Rented,Semi-Urban,No,Test
C0989,25-40,Medium,Unemployed,Owned,Semi-Urban,No,Test
C0990,40-60,Medium,Unemployed,Family,Semi-Urban,No,Test
C0991,40-60,Medium,Salaried,Owned,Rural,Yes,Test
C0992,40-60,Low,Unemployed,Owned,Semi-Urban,No,Test
C0993,25-40,Medium,Self-Employed,Rented,Urban,No,Test
C0994,40-60,Low,Salaried,Owned,Semi-Urban,No,Test
C0995,25-40,Medium,Salaried,Rented,Urban,Yes,Test
C0996,<25,Medium,Unemployed,Rented,Rural,No,Test
C0997,60+,High,Salaried,Owned,Urban,No,Test
C0998,25-40,Low,Salaried,Owned,Urban,No,Test
C0999,60+,Low,Salaried,Rented,Rural,No,Test
C1000,25-40,Low,Unemployed,Owned,Semi-Urban,Yes,Test
