signal_id,account_id,customer_id,past_payment_frequency,avg_payment_percent,broken_promises_count,last_contact_outcome,last_call_sentiment,digital_engagement_score,response_latency_days
S00783,A10783,C0636,None,9.13,3,Connected,Cooperative,67,17
S00784,A10784,C0636,Regular,3.12,3,No Answer,Neutral,86,16
S00785,A10785,C0637,None,9.52,2,Connected,Distressed,46,4
S00786,A10786,C0638,Irregular,5.28,1,Connected,Neutral,21,8
S00787,A10787,C0639,Irregular,8.74,3,Refused,Cooperative,38,8
S00788,A10788,C0640,Irregular,7.77,6,Connected,Cooperative,63,18
S00789,A10789,C0641,Irregular,4.46,4,Connected,Cooperative,82,2
S00790,A10790,C0642,None,1.82,6,No Answer,Distressed,96,8
S00791,A10791,C0643,Irregular,2.55,0,Refused,Distressed,32,0
S00792,A10792,C0644,Irregular,6.9,1,Connected,Neutral,77,9
S00793,A10793,C0644,Irregular,6.16,0,Connected,Cooperative,51,4
S00794,A10794,C0645,Regular,3.09,1,No Answer,Distressed,20,4
S00795,A10795,C0645,Irregular,5.34,4,No Answer,Cooperative,81,19
S00796,A10796,C0646,None,9.83,2,Refused,Cooperative,22,5
S00797,A10797,C0647,None,3.23,6,Refused,Neutral,11,4
S00798,A10798,C0648,None,7.69,4,No Answer,Angry,40,2
S00799,A10799,C0649,Regular,4.56,4,Connected,Neutral,78,7
S00800,A10800,C0650,Irregular,1.54,4,No Answer,Cooperative,41,12
S00801,A10801,C0651,Regular,9.6,6,Connected,Distressed,31,1
S00802,A10802,C0652,Irregular,2.18,6,Refused,Neutral,77,19
S00803,A10803,C0653,Irregular,4.12,3,Connected,Cooperative,87,4
S00804,A10804,C0653,Irregular,7.75,6,Refused,Angry,34,13
S00805,A10805,C0654,Regular,4.33,0,Refused,Cooperative,50,0
S00806,A10806,C0654,Irregular,5.31,3,Connected,Neutral,61,3
S00807,A10807,C0655,Irregular,4.08,3,Connected,Neutral,56,2
S00808,A10808,C0656,Regular,9.91,6,Refused,Distressed,67,2
S00809,A10809,C0657,Regular,1.48,5,No Answer,Angry,62,7
S00810,A10810,C0658,Irregular,0.58,6,No Answer,Angry,81,9
S00811,A10811,C0659,Regular,2.11,5,No Answer,Distressed,52,11
S00812,A10812,C0659,None,1.48,6,Connected,Distressed,66,15
S00813,A10813,C0660,Regular,7.35,3,No Answer,Cooperative,31,4
S00814,A10814,C0660,Irregular,8.96,2,No Answer,Distressed,33,12
S00815,A10815,C0661,Irregular,5.11,1,No Answer,Distressed,15,16
S00816,A10816,C0662,Irregular,0.53,3,Connected,Angry,13,9
S00817,A10817,C0663,Regular,7.54,2,Connected,Angry,24,3
S00818,A10818,C0664,None,5.36,6,No Answer,Angry,57,20
S00819,A10819,C0665,Regular,8.53,0,Connected,Distressed,60,4
S00820,A10820,C0666,Regular,7.03,1,Connected,Neutral,43,8
S00821,A10821,C0667,Irregular,2.43,4,Connected,Angry,72,11
S00822,A10822,C0668,Regular,1.88,0,Refused,Distressed,61,14
S00823,A10823,C0669,Irregular,2.67,1,Connected,Neutral,66,7
S00824,A10824,C0670,None,7.04,1,Refused,Angry,82,1
S00825,A10825,C0670,Regular,1.35,6,Refused,Cooperative,18,16
S00826,A10826,C0671,Irregular,5.85,6,No Answer,Cooperative,28,4
S00827,A10827,C0672,None,3.39,4,Connected,Neutral,89,13
S00828,A10828,C0673,None,5.26,3,Connected,Angry,13,8
S00829,A10829,C0674,None,4.06,5,Refused,Distressed,69,3
S00830,A10830,C0675,Regular,3.69,6,Refused,Cooperative,25,13
S00831,A10831,C0675,None,0.55,6,No Answer,Angry,87,6
S00832,A10832,C0676,Irregular,2.22,2,Refused,Distressed,69,9
S00833,A10833,C0677,Irregular,6.34,0,No Answer,Neutral,27,4
S00834,A10834,C0678,None,7.12,3,No Answer,Cooperative,93,1
S00835,A10835,C0679,Irregular,4.91,3,Connected,Cooperative,98,4
S00836,A10836,C0679,Irregular,5.32,0,Connected,Cooperative,20,16
S00837,A10837,C0680,Regular,9.84,2,No Answer,Angry,63,2
S00838,A10838,C0681,Irregular,4.2,1,Refused,Cooperative,14,13
S00839,A10839,C0682,Regular,9.77,0,Connected,Cooperative,65,17
S00840,A10840,C0683,None,7.11,0,Connected,Cooperative,45,20
S00841,A10841,C0684,Regular,9.49,6,Refused,Angry,55,9
S00842,A10842,C0685,Irregular,7.9,5,No Answer,Angry,82,2
S00843,A10843,C0686,Regular,9.14,5,No Answer,Cooperative,49,18
S00844,A10844,C0687,Irregular,7.26,4,Refused,Distressed,37,8
S00845,A10845,C0688,None,9.17,5,Connected,Distressed,43,4
S00846,A10846,C0689,Irregular,7.13,0,No Answer,Neutral,96,9
S00847,A10847,C0690,None,3.48,4,Refused,Neutral,19,3
S00848,A10848,C0691,Regular,9.07,2,No Answer,Angry,17,6
S00849,A10849,C0692,Regular,1.99,2,Connected,Distressed,25,13
S00850,A10850,C0692,Regular,5.05,2,No Answer,Distressed,73,5
S00851,A10851,C0693,None,0.98,4,Connected,Distressed,73,5
S00852,A10852,C0694,Irregular,2.95,4,Connected,Distressed,78,6
S00853,A10853,C0695,Regular,3.05,3,No Answer,Cooperative,80,16
S00854,A10854,C0695,Regular,7.22,1,Connected,Angry,92,11
S00855,A10855,C0696,Regular,1.88,6,Refused,Cooperative,31,8
S00856,A10856,C0697,Regular,5.8,6,No Answer,Angry,17,11
S00857,A10857,C0698,Irregular,9.76,4,Connected,Neutral,22,3
S00858,A10858,C0699,Irregular,6.19,4,No Answer,Angry,26,7
S00859,A10859,C0700,Irregular,6.46,1,Connected,Cooperative,77,5
S00860,A10860,C0701,Regular,2.83,4,Refused,Cooperative,79,9
S00861,A10861,C0702,None,3.4,0,Connected,Distressed,38,7
S00862,A10862,C0702,Regular,9.13,6,No Answer,Distressed,33,4
S00863,A10863,C0703,Regular,1.61,0,Connected,Distressed,76,1
S00864,A10864,C0704,Irregular,7.02,6,Refused,Neutral,92,9
S00865,A10865,C0705,None,4.79,3,No Answer,Cooperative,14,14
S00866,A10866,C0706,Irregular,2.53,1,Connected,Cooperative,62,3
S00867,A10867,C0707,Regular,6.37,5,No Answer,Neutral,40,16
S00868,A10868,C0708,Irregular,8.08,2,No Answer,Cooperative,75,19
S00869,A10869,C0708,Regular,4.18,6,Connected,Neutral,76,3
S00870,A10870,C0709,Irregular,8.51,1,No Answer,Cooperative,15,18
S00871,A10871,C0710,Regular,0.87,2,No Answer,Distressed,28,8
S00872,A10872,C0711,Irregular,0.98,2,Connected,Distressed,62,15
S00873,A10873,C0712,Irregular,6.97,0,Refused,Distressed,43,16
S00874,A10874,C0713,None,0.82,1,No Answer,Cooperative,94,14
S00875,A10875,C0713,Irregular,4.14,1,No Answer,Cooperative,75,1
S00876,A10876,C0714,Irregular,9.47,1,Connected,Neutral,38,15
S00877,A10877,C0714,Regular,8.74,4,Refused,Distressed,61,18
S00878,A10878,C0715,Regular,9.12,2,No Answer,Cooperative,43,12
S00879,A10879,C0715,None,3.45,4,No Answer,Neutral,37,2
S00880,A10880,C0716,Regular,8.78,3,No Answer,Cooperative,36,17
S00881,A10881,C0717,Regular,1.63,4,No Answer,Cooperative,60,0
S00882,A10882,C0718,Irregular,2.14,6,No Answer,Cooperative,77,17
S00883,A10883,C0719,Irregular,3.97,6,Refused,Angry,32,17
S00884,A10884,C0720,Regular,7.63,1,Refused,Cooperative,17,16
S00885,A10885,C0721,Irregular,1.73,4,No Answer,Neutral,57,18
S00886,A10886,C0722,Regular,7.78,3,No Answer,Cooperative,89,10
S00887,A10887,C0723,Regular,2.14,1,Refused,Neutral,50,6
S00888,A10888,C0724,None,9.3,4,Refused,Cooperative,37,15
S00889,A10889,C0725,Regular,7.99,5,No Answer,Neutral,89,9
S00890,A10890,C0725,Regular,3.92,1,Refused,Distressed,55,10
S00891,A10891,C0726,None,8.83,4,No Answer,Cooperative,52,18
S00892,A10892,C0726,None,5.61,2,No Answer,Neutral,86,20
S00893,A10893,C0727,Irregular,0.75,4,Refused,Cooperative,84,10
S00894,A10894,C0727,None,0.59,1,No Answer,Distressed,46,20
S00895,A10895,C0728,None,7.57,3,Refused,Cooperative,24,2
S00896,A10896,C0729,Regular,3.63,3,No Answer,Neutral,81,18
S00897,A10897,C0729,Irregular,4.62,6,Connected,Cooperative,89,16
S00898,A10898,C0730,None,1.46,2,Connected,Distressed,99,13
S00899,A10899,C0731,Irregular,0.92,5,Refused,Angry,75,9
S00900,A10900,C0731,Irregular,7.67,5,Connected,Distressed,50,3
S00901,A10901,C0732,Regular,9.72,4,No Answer,Distressed,94,8
S00902,A10902,C0733,Irregular,9.58,3,Connected,Cooperative,15,4
S00903,A10903,C0734,Irregular,7.02,0,Connected,Neutral,25,7
S00904,A10904,C0735,None,3.66,3,No Answer,Neutral,45,13
S00905,A10905,C0735,None,8.47,6,Refused,Neutral,22,20
S00906,A10906,C0736,Regular,2.93,6,No Answer,Neutral,99,6
S00907,A10907,C0737,None,5.8,4,No Answer,Neutral,51,19
S00908,A10908,C0737,Regular,5.71,5,Connected,Cooperative,34,8
S00909,A10909,C0738,Regular,4.46,5,Connected,Neutral,14,8
S00910,A10910,C0739,Irregular,3.01,5,Refused,Cooperative,88,5
S00911,A10911,C0740,Regular,5.87,4,No Answer,Cooperative,75,2
S00912,A10912,C0741,Irregular,2.56,1,No Answer,Cooperative,26,2
S00913,A10913,C0742,Irregular,9.18,2,No Answer,Neutral,96,6
S00914,A10914,C0743,Irregular,7.44,0,Refused,Distressed,62,20
S00915,A10915,C0743,Irregular,9.63,6,Refused,Neutral,44,16
S00916,A10916,C0744,Irregular,7.5,3,No Answer,Neutral,40,3
S00917,A10917,C0744,Regular,7.55,4,Refused,Cooperative,94,2
S00918,A10918,C0745,Regular,1.92,3,Connected,Cooperative,32,14
S00919,A10919,C0746,None,6.19,2,No Answer,Neutral,40,15
S00920,A10920,C0747,Irregular,7.27,3,Connected,Cooperative,25,6
S00921,A10921,C0748,Regular,7.16,5,Refused,Angry,84,1
S00922,A10922,C0749,Irregular,5.32,5,Connected,Angry,49,16
S00923,A10923,C0750,Regular,7.28,5,Connected,Distressed,86,17
S00924,A10924,C0750,None,3.3,4,Refused,Neutral,13,8
S00925,A10925,C0751,Regular,3.98,3,No Answer,Neutral,82,7
S00926,A10926,C0752,Irregular,9.67,1,Connected,Angry,37,9
S00927,A10927,C0753,Irregular,2.22,0,Connected,Cooperative,58,10
S00928,A10928,C0754,None,8.55,1,Connected,Distressed,57,11
S00929,A10929,C0754,Irregular,7.67,1,Refused,Distressed,45,7
S00930,A10930,C0755,Regular,9.29,4,No Answer,Cooperative,65,16
S00931,A10931,C0755,Regular,8.4,1,No Answer,Cooperative,11,2
S00932,A10932,C0756,Irregular,7.74,2,Refused,Cooperative,61,8
S00933,A10933,C0757,Irregular,5.08,0,Connected,Angry,81,20
S00934,A10934,C0758,Regular,9.73,5,Connected,Cooperative,20,9
S00935,A10935,C0758,Regular,6.61,0,Refused,Neutral,89,11
S00936,A10936,C0759,Regular,9.23,3,No Answer,Neutral,92,14
S00937,A10937,C0760,None,7.4,2,No Answer,Distressed,72,3
S00938,A10938,C0760,None,8.94,5,No Answer,Distressed,34,15
S00939,A10939,C0761,Irregular,2.95,6,Refused,Cooperative,36,14
S00940,A10940,C0762,Regular,3.35,4,No Answer,Cooperative,12,8
S00941,A10941,C0763,Irregular,2.53,6,Connected,Neutral,91,13
S00942,A10942,C0763,Irregular,9.45,6,No Answer,Neutral,72,7
S00943,A10943,C0764,None,1.18,5,Connected,Neutral,53,10
S00944,A10944,C0765,Regular,6.49,4,Refused,Cooperative,21,11
S00945,A10945,C0766,Regular,6.29,0,No Answer,Distressed,12,15
S00946,A10946,C0767,None,5.68,5,Refused,Angry,19,10
S00947,A10947,C0768,Irregular,1.22,1,No Answer,Angry,11,1
S00948,A10948,C0769,Irregular,3.7,6,No Answer,Angry,67,4
S00949,A10949,C0770,None,8.03,3,Connected,Angry,59,2
S00950,A10950,C0771,Irregular,1.95,5,Refused,Neutral,78,0
S00951,A10951,C0772,Regular,8.37,2,Connected,Distressed,83,2
S00952,A10952,C0773,Irregular,6.05,2,Connected,Cooperative,35,2
S00953,A10953,C0774,Irregular,2.29,5,No Answer,Angry,58,4
S00954,A10954,C0775,Regular,4.22,4,Connected,Angry,20,1
S00955,A10955,C0776,Irregular,6.42,0,Connected,Angry,25,7
S00956,A10956,C0777,Regular,9.7,6,Connected,Neutral,62,10
S00957,A10957,C0778,Regular,8.48,3,No Answer,Cooperative,82,16
S00958,A10958,C0779,Irregular,6.24,6,No Answer,Angry,72,0
S00959,A10959,C0780,Regular,4.93,3,No Answer,Distressed,49,13
S00960,A10960,C0780,Irregular,5.06,0,Connected,Neutral,48,19
S00961,A10961,C0781,Regular,7.44,0,Refused,Distressed,25,20
S00962,A10962,C0781,Regular,9.73,3,Connected,Distressed,22,17
S00963,A10963,C0782,Irregular,1.53,1,Connected,Distressed,45,11
S00964,A10964,C0783,Regular,4.92,4,No Answer,Neutral,34,13
S00965,A10965,C0784,Regular,4.93,4,Connected,Cooperative,46,8
S00966,A10966,C0785,Regular,7.35,4,Connected,Distressed,48,4
S00967,A10967,C0786,Irregular,6.62,3,Connected,Neutral,31,13
S00968,A10968,C0787,None,3.5,0,Refused,Neutral,77,6
S00969,A10969,C0787,Irregular,2.68,0,Connected,Cooperative,71,4
S00970,A10970,C0788,None,4.39,0,Connected,Neutral,12,6
S00971,A10971,C0789,Regular,0.96,5,No Answer,Neutral,91,0
S00972,A10972,C0790,Regular,9.29,4,Connected,Neutral,96,10
S00973,A10973,C0790,Irregular,5.5,4,No Answer,Neutral,59,0
S00974,A10974,C0791,None,4.34,1,No Answer,Neutral,10,2
S00975,A10975,C0791,Regular,6.52,4,No Answer,Angry,91,0
S00976,A10976,C0792,Regular,3.87,4,No Answer,Cooperative,84,3
S00977,A10977,C0793,Irregular,6.11,3,Refused,Cooperative,71,0
S00978,A10978,C0794,Regular,3.02,0,No Answer,Cooperative,94,17
S00979,A10979,C0795,None,7.17,0,Connected,Cooperative,38,1
S00980,A10980,C0795,Regular,6.56,4,Connected,Neutral,32,16
S00981,A10981,C0796,Regular,0.61,3,Connected,Distressed,46,19
S00982,A10982,C0797,Irregular,5.37,1,No Answer,Angry,45,1
S00983,A10983,C0798,Regular,8.06,4,Refused,Neutral,40,18
S00984,A10984,C0799,Irregular,6.78,0,No Answer,Distressed,47,2
S00985,A10985,C0800,Regular,3.36,5,Refused,Angry,93,19
S00986,A10986,C0801,None,2.61,4,Refused,Neutral,33,4
S00987,A10987,C0802,None,4.49,6,Connected,Angry,13,4
S00988,A10988,C0803,Regular,6.32,0,Refused,Neutral,61,1
S00989,A10989,C0804,Regular,0.71,3,No Answer,Angry,15,13
S00990,A10990,C0805,Regular,4.55,4,No Answer,Cooperative,33,4
S00991,A10991,C0806,None,8.32,2,No Answer,Cooperative,26,16
S00992,A10992,C0807,Irregular,9.93,0,No Answer,Neutral,41,11
S00993,A10993,C0808,Irregular,0.89,3,No Answer,Distressed,38,20
S00994,A10994,C0809,None,1.06,6,No Answer,Neutral,24,20
S00995,A10995,C0810,Regular,8.84,3,Connected,Cooperative,50,3
S00996,A10996,C0811,Regular,8.67,6,No Answer,Angry,65,17
S00997,A10997,C0811,Regular,2.8,3,Refused,Neutral,40,12
S00998,A10998,C0812,Irregular,4.21,0,No Answer,Distressed,58,8
S00999,A10999,C0812,None,4.7,6,Refused,Neutral,32,16
S01000,A11000,C0813,None,7.89,1,Refused,Neutral,98,10
S01001,A11001,C0814,Regular,3.94,4,No Answer,Distressed,88,8
S01002,A11002,C0815,Regular,5.2,5,Refused,Cooperative,22,17
S01003,A11003,C0816,None,3.8,4,Connected,Cooperative,87,17
S01004,A11004,C0817,Irregular,9.28,0,Refused,Distressed,39,5
S01005,A11005,C0818,Regular,7.04,5,No Answer,Distressed,58,13
S01006,A11006,C0819,Regular,4.57,6,No Answer,Distressed,54,18
S01007,A11007,C0820,None,6.51,0,Refused,Distressed,68,12
S01008,A11008,C0821,None,9.88,4,Connected,Distressed,82,20
S01009,A11009,C0822,Regular,4.69,2,Connected,Neutral,23,11
S01010,A11010,C0822,Regular,5.38,2,Refused,Neutral,97,16
S01011,A11011,C0823,None,8.94,2,No Answer,Neutral,12,11
S01012,A11012,C0824,Irregular,7.55,3,No Answer,Neutral,40,4
S01013,A11013,C0825,None,8.43,4,No Answer,Distressed,93,4
S01014,A11014,C0826,None,9.82,0,Connected,Neutral,34,20
S01015,A11015,C0827,Irregular,8.07,1,No Answer,Neutral,33,14
S01016,A11016,C0828,Regular,7.74,5,Refused,Cooperative,87,8
S01017,A11017,C0829,Irregular,4.06,0,Refused,Cooperative,35,15
S01018,A11018,C0830,Irregular,9.87,5,Refused,Angry,70,14
S01019,A11019,C0831,Irregular,6.06,1,No Answer,Angry,73,1
S01020,A11020,C0832,Regular,7.83,1,Connected,Cooperative,75,0
S01021,A11021,C0832,Regular,8.11,0,Connected,Neutral,80,9
S01022,A11022,C0833,None,4.56,4,Refused,Neutral,88,6
S01023,A11023,C0834,Regular,2.1,1,Connected,Distressed,70,19
S01024,A11024,C0834,None,2.03,0,Connected,Neutral,11,16
S01025,A11025,C0835,Irregular,1.09,2,Connected,Angry,19,19
S01026,A11026,C0836,Regular,4.52,0,Connected,Cooperative,84,12
S01027,A11027,C0837,None,5.17,4,Refused,Angry,57,0
S01028,A11028,C0838,None,2.98,3,No Answer,Neutral,22,18
S01029,A11029,C0839,Irregular,3.47,3,No Answer,Neutral,72,14
S01030,A11030,C0839,Regular,3.5,5,Connected,Neutral,86,9
S01031,A11031,C0840,Irregular,9.34,3,Refused,Angry,59,16
S01032,A11032,C0840,Irregular,1.78,0,Refused,Distressed,79,8
S01033,A11033,C0841,Regular,0.73,5,Connected,Cooperative,93,14
S01034,A11034,C0842,Irregular,4.28,6,Connected,Angry,39,18
S01035,A11035,C0843,Irregular,3.4,2,Connected,Cooperative,96,9
S01036,A11036,C0844,None,5.33,4,No Answer,Cooperative,48,18
S01037,A11037,C0845,Irregular,7.19,1,No Answer,Distressed,45,3
S01038,A11038,C0846,Irregular,7.31,4,No Answer,Neutral,33,2
S01039,A11039,C0847,Regular,0.94,4,No Answer,Distressed,43,6
S01040,A11040,C0848,Regular,1.61,5,Connected,Angry,22,9
S01041,A11041,C0849,Irregular,1.97,4,No Answer,Distressed,92,16
S01042,A11042,C0850,Regular,5.21,1,No Answer,Neutral,94,0
S01043,A11043,C0850,Regular,7.99,1,No Answer,Neutral,35,20
S01044,A11044,C0851,None,2.89,4,Refused,Distressed,33,12
S01045,A11045,C0851,Irregular,4.2,0,No Answer,Cooperative,25,11
S01046,A11046,C0852,Irregular,3.26,0,No Answer,Cooperative,33,5
S01047,A11047,C0853,None,1.04,4,Connected,Cooperative,95,4
S01048,A11048,C0854,Regular,7.9,3,No Answer,Angry,66,0
S01049,A11049,C0855,Regular,7.53,1,No Answer,Neutral,26,14
S01050,A11050,C0856,None,0.63,3,Connected,Neutral,97,14
S01051,A11051,C0857,Irregular,3.93,5,No Answer,Distressed,30,14
S01052,A11052,C0857,Regular,2.44,0,Refused,Cooperative,91,9
S01053,A11053,C0858,Regular,9.26,5,Connected,Angry,86,19
S01054,A11054,C0859,Irregular,6.56,4,Connected,Angry,74,20
S01055,A11055,C0860,Irregular,7.09,4,Connected,Distressed,70,15
S01056,A11056,C0861,Irregular,5.58,3,No Answer,Cooperative,52,16
S01057,A11057,C0862,Irregular,6.68,0,No Answer,Cooperative,22,10
S01058,A11058,C0863,None,7.3,3,Refused,Neutral,55,0
S01059,A11059,C0864,None,6.97,4,No Answer,Neutral,42,20
S01060,A11060,C0865,None,8.33,1,Refused,Angry,39,19
S01061,A11061,C0865,Regular,2.92,0,Connected,Cooperative,28,18
S01062,A11062,C0866,None,7.25,1,Connected,Angry,87,18
S01063,A11063,C0867,Regular,4.01,3,Connected,Neutral,48,0
S01064,A11064,C0868,None,6.66,4,Refused,Cooperative,70,20
S01065,A11065,C0869,Irregular,0.55,3,No Answer,Neutral,86,6
S01066,A11066,C0869,Regular,4.97,6,Connected,Distressed,74,3
S01067,A11067,C0870,Irregular,6.34,3,No Answer,Distressed,47,18
S01068,A11068,C0871,Regular,4.53,1,Refused,Angry,67,19
S01069,A11069,C0872,Irregular,6.86,1,Connected,Distressed,46,1
S01070,A11070,C0873,Irregular,2.98,5,Connected,Angry,76,15
S01071,A11071,C0873,None,8.76,1,Refused,Angry,58,9
S01072,A11072,C0874,Regular,4.66,1,No Answer,Neutral,83,0
S01073,A11073,C0875,Irregular,9.62,0,Refused,Distressed,25,10
S01074,A11074,C0875,Regular,8.9,5,Refused,Cooperative,27,13
S01075,A11075,C0876,None,8.25,3,Connected,Angry,62,18
S01076,A11076,C0877,Irregular,4.68,0,Refused,Distressed,78,9
S01077,A11077,C0877,Regular,6.26,3,Connected,Cooperative,56,4
S01078,A11078,C0878,Irregular,2.05,5,Connected,Cooperative,74,9
S01079,A11079,C0879,None,6.43,5,Connected,Distressed,68,2
S01080,A11080,C0879,Irregular,1.72,4,No Answer,Neutral,61,1
S01081,A11081,C0880,Irregular,8.02,4,No Answer,Angry,53,17
S01082,A11082,C0880,Irregular,6.83,2,No Answer,Neutral,22,18
S01083,A11083,C0881,None,6.62,4,No Answer,Distressed,22,17
S01084,A11084,C0881,None,9.47,6,Connected,Neutral,73,9
S01085,A11085,C0882,Regular,3.18,6,Refused,Distressed,81,17
S01086,A11086,C0883,Regular,8.85,1,No Answer,Distressed,66,0
S01087,A11087,C0884,None,1.55,5,Connected,Distressed,89,1
S01088,A11088,C0885,Irregular,3.2,6,Refused,Angry,56,13
S01089,A11089,C0885,Irregular,7.16,2,Refused,Distressed,82,7
S01090,A11090,C0886,Irregular,8.3,6,No Answer,Cooperative,14,7
S01091,A11091,C0886,None,6.8,2,Connected,Distressed,62,19
S01092,A11092,C0887,None,7.03,6,Refused,Neutral,19,2
S01093,A11093,C0888,Irregular,2.28,4,No Answer,Cooperative,97,7
S01094,A11094,C0889,Irregular,6.67,3,Refused,Cooperative,80,2
S01095,A11095,C0889,None,7.67,4,Refused,Distressed,72,6
S01096,A11096,C0890,Regular,7.21,2,Refused,Neutral,27,6
S01097,A11097,C0891,Regular,2.85,4,No Answer,Cooperative,34,8
S01098,A11098,C0891,Regular,9.94,1,Connected,Neutral,83,16
S01099,A11099,C0892,None,5.06,5,Refused,Cooperative,84,6
S01100,A11100,C0893,Irregular,1.52,4,Refused,Cooperative,22,13
S01101,A11101,C0893,Regular,2.31,0,No Answer,Distressed,87,17
S01102,A11102,C0894,Irregular,7.5,3,No Answer,Angry,52,14
S01103,A11103,C0895,Irregular,7.35,5,Refused,Distressed,50,19
S01104,A11104,C0896,Irregular,6.74,4,Connected,Neutral,81,5
S01105,A11105,C0897,None,9.63,2,Connected,Distressed,29,11
S01106,A11106,C0898,Irregular,8.27,5,No Answer,Cooperative,46,20
S01107,A11107,C0899,None,5.12,5,Connected,Neutral,20,18
S01108,A11108,C0900,Irregular,4.59,3,Connected,Neutral,76,14
S01109,A11109,C0901,Irregular,5.42,2,Connected,Distressed,53,20
S01110,A11110,C0902,Irregular,3.11,1,No Answer,Cooperative,93,20
S01111,A11111,C0903,Irregular,9.96,1,Connected,Neutral,33,0
S01112,A11112,C0904,None,8.28,1,Connected,Cooperative,99,4
S01113,A11113,C0905,Regular,9.85,6,No Answer,Angry,90,12
S01114,A11114,C0905,None,6.09,3,Connected,Neutral,46,10
S01115,A11115,C0906,Irregular,2.73,1,No Answer,Cooperative,57,3
S01116,A11116,C0907,Irregular,9.44,5,Connected,Cooperative,44,7
S01117,A11117,C0907,Irregular,3.61,0,Connected,Cooperative,49,0
S01118,A11118,C0908,Irregular,8.07,2,Connected,Distressed,57,6
S01119,A11119,C0909,Regular,1.63,0,No Answer,Cooperative,34,18
S01120,A11120,C0909,Irregular,7.32,5,Connected,Distressed,14,0
S01121,A11121,C0910,Irregular,5.41,3,No Answer,Cooperative,11,16
S01122,A11122,C0911,Regular,1.61,4,Connected,Cooperative,12,2
S01123,A11123,C0912,Irregular,8.57,5,Refused,Angry,76,20
S01124,A11124,C0913,Regular,9.72,2,No Answer,Neutral,47,7
S01125,A11125,C0914,Irregular,3.87,4,No Answer,Neutral,66,7
S01126,A11126,C0914,Regular,8.63,0,Connected,Neutral,49,10
S01127,A11127,C0915,None,7.0,5,Refused,Angry,48,9
S01128,A11128,C0915,None,7.6,5,Connected,Angry,72,14
S01129,A11129,C0916,None,1.22,0,No Answer,Angry,24,15
S01130,A11130,C0916,Irregular,3.98,3,Connected,Distressed,89,10
S01131,A11131,C0917,None,9.17,6,Refused,Cooperative,83,3
S01132,A11132,C0917,Regular,4.19,6,Refused,Angry,38,9
S01133,A11133,C0918,Regular,7.98,4,Connected,Cooperative,41,13
S01134,A11134,C0919,Irregular,1.98,2,Refused,Cooperative,38,7
S01135,A11135,C0920,Regular,0.51,1,Refused,Angry,11,16
S01136,A11136,C0920,Irregular,5.0,4,No Answer,Cooperative,31,2
S01137,A11137,C0921,None,2.34,6,Refused,Angry,72,9
S01138,A11138,C0922,None,9.84,3,Connected,Neutral,84,12
S01139,A11139,C0923,None,8.5,1,No Answer,Distressed,31,14
S01140,A11140,C0924,Irregular,4.64,3,Refused,Cooperative,36,5
S01141,A11141,C0925,None,3.48,4,No Answer,Distressed,82,20
S01142,A11142,C0925,None,4.99,5,Connected,Cooperative,89,7
S01143,A11143,C0926,Irregular,3.58,4,Refused,Distressed,26,16
S01144,A11144,C0927,Irregular,3.59,6,Connected,Distressed,30,7
S01145,A11145,C0928,Irregular,1.41,2,Refused,Neutral,69,12
S01146,A11146,C0929,Irregular,6.38,0,No Answer,Cooperative,89,11
S01147,A11147,C0930,Irregular,1.91,2,Connected,Neutral,86,10
S01148,A11148,C0931,Irregular,4.98,5,Connected,Neutral,59,9
S01149,A11149,C0931,Irregular,6.14,6,No Answer,Neutral,98,0
S01150,A11150,C0932,Irregular,5.54,0,Refused,Neutral,25,15
S01151,A11151,C0933,Irregular,1.39,0,Connected,Neutral,77,9
S01152,A11152,C0933,Regular,2.45,0,No Answer,Distressed,63,14
S01153,A11153,C0934,Regular,8.57,1,No Answer,Neutral,29,1
S01154,A11154,C0934,Regular,3.78,4,Connected,Cooperative,70,12
S01155,A11155,C0935,Irregular,1.36,2,No Answer,Cooperative,20,14
S01156,A11156,C0935,Regular,1.53,3,Refused,Distressed,23,2
S01157,A11157,C0936,Regular,4.64,4,No Answer,Distressed,70,9
S01158,A11158,C0937,Regular,7.11,3,No Answer,Neutral,27,1
S01159,A11159,C0938,Regular,1.95,4,Refused,Distressed,52,15
S01160,A11160,C0938,Regular,7.4,6,Refused,Distressed,86,9
S01161,A11161,C0939,None,6.56,5,Connected,Distressed,88,1
S01162,A11162,C0940,Irregular,1.58,6,No Answer,Cooperative,37,16
S01163,A11163,C0941,None,3.86,3,No Answer,Distressed,94,1
S01164,A11164,C0942,Regular,2.6,1,No Answer,Distressed,18,19
S01165,A11165,C0943,Regular,2.92,3,No Answer,Distressed,51,3
S01166,A11166,C0944,Regular,5.59,6,Connected,Distressed,70,9
S01167,A11167,C0945,Irregular,1.13,4,No Answer,Neutral,36,2
S01168,A11168,C0946,Regular,8.08,4,Refused,Cooperative,97,7
S01169,A11169,C0947,None,4.27,1,Refused,Distressed,10,20
S01170,A11170,C0947,Regular,2.37,4,No Answer,Distressed,10,6
S01171,A11171,C0948,Regular,5.01,1,Refused,Cooperative,20,18
S01172,A11172,C0949,None,7.83,0,No Answer,Distressed,49,7
S01173,A11173,C0949,None,2.96,4,Connected,Neutral,66,11
S01174,A11174,C0950,Irregular,3.06,3,No Answer,Angry,18,4
S01175,A11175,C0950,Irregular,2.76,6,No Answer,Distressed,15,12
