offer_id,payment_started_flag,payment_completed_flag,default_stage,time_to_default_days,net_amount_collected,write_off_amount,completion_timestamp
O51182,No,No,Early,37,0,388096,
O51183,Yes,Yes,None,0,120694,86264,2026-02-02
O51184,No,No,Early,28,0,197506,
O51185,No,No,Early,16,0,80197,
O51186,No,No,Early,16,0,375372,
O51187,Yes,No,Mid,38,3269,20743,
O51188,No,No,Early,40,0,193448,
O51189,Yes,Yes,None,0,112341,74681,2026-03-10
O51190,No,No,Early,44,0,414806,
O51191,Yes,Yes,None,0,207132,110812,2026-03-19
O51192,No,No,Early,30,0,317944,
O51193,No,No,Early,39,0,429380,
O51194,No,No,Early,26,0,429380,
O51195,No,No,Early,39,0,15615,
O51196,No,No,Early,44,0,28317,
O51197,No,No,Early,28,0,175441,
O51198,No,No,Early,36,0,246979,
O51199,Yes,No,Mid,67,28674,82024,
O51200,No,No,Early,24,0,110698,
O51201,Yes,Yes,None,0,290707,132898,2026-03-07
O51202,Yes,No,Mid,53,22287,129687,
O51203,No,No,Early,20,0,151974,
O51204,Yes,Yes,None,0,168617,209222,2026-03-12
O51205,No,No,Early,18,0,377839,
O51206,No,No,Early,37,0,430019,
O51207,Yes,Yes,None,0,72541,75944,2026-01-29
O51208,No,No,Early,16,0,244394,
O51209,No,No,Early,43,0,375962,
O51210,No,No,Early,25,0,351473,
O51211,Yes,Yes,None,0,197490,153983,2026-03-25
O51212,Yes,Yes,None,0,85053,51769,2026-02-09
O51213,No,No,Early,35,0,134233,
O51214,No,No,Early,44,0,134233,
O51215,Yes,Yes,None,0,312500,138901,2026-01-05
O51216,Yes,Yes,None,0,215609,147085,2026-02-17
O51217,No,No,Early,36,0,193810,
O51218,No,No,Early,18,0,325569,
O51219,No,No,Early,15,0,124398,
O51220,Yes,Yes,None,0,61919,62479,2026-03-18
O51221,No,No,Early,34,0,476535,
O51222,No,No,Early,18,0,67243,
O51223,Yes,No,Mid,58,62025,369577,
O51224,Yes,Yes,None,0,215808,116433,2026-03-12
O51225,No,No,Early,30,0,297072,
O51226,No,No,Early,30,0,21125,
O51227,Yes,Yes,None,0,14683,6442,2026-03-03
O51228,No,No,Early,19,0,279813,
O51229,Yes,Yes,None,0,118312,161501,2026-02-27
O51230,Yes,Yes,None,0,18936,8937,2026-02-09
O51231,No,No,Early,30,0,189079,
O51232,Yes,Yes,None,0,112418,112065,2026-01-05
O51233,No,No,Early,15,0,230618,
O51234,No,No,Early,30,0,230618,
O51235,No,No,Early,17,0,422464,
O51236,No,No,Early,29,0,224066,
O51237,No,No,Early,44,0,224066,
O51238,No,No,Early,25,0,149942,
O51239,No,No,Early,24,0,149942,
O51240,Yes,Yes,None,0,114721,61380,2026-02-14
O51241,Yes,Yes,None,0,28379,32010,2026-03-27
O51242,Yes,No,Mid,36,13117,47272,
O51243,Yes,Yes,None,0,199091,190593,2026-02-04
O51244,Yes,Yes,None,0,40943,20583,2026-02-20
O51245,Yes,No,Mid,67,14080,121304,
O51246,Yes,Yes,None,0,93803,41581,2026-01-09
O51247,No,No,Early,16,0,338938,
O51248,Yes,Yes,None,0,98270,116663,2026-03-29
O51249,Yes,No,Mid,31,14748,61582,
O51250,No,No,Early,20,0,402150,
O51251,Yes,No,Mid,53,41529,360621,
O51252,No,No,Early,29,0,194044,
O51253,Yes,Yes,None,0,97305,96739,2026-01-09
O51254,Yes,Yes,None,0,151191,218127,2026-02-08
O51255,Yes,Yes,None,0,163447,205871,2026-03-23
O51256,Yes,No,Mid,36,1703,14607,
O51257,No,No,Early,22,0,16310,
O51258,Yes,No,Mid,76,88169,302566,
O51259,Yes,Yes,None,0,213573,177162,2026-01-07
O51260,Yes,Yes,None,0,42743,20538,2026-02-06
O51261,Yes,Yes,None,0,39839,23442,2026-01-16
O51262,Yes,Yes,None,0,171836,81572,2026-03-20
O51263,No,No,Early,24,0,253408,
O51264,Yes,Yes,None,0,122897,96585,2026-02-24
O51265,Yes,Yes,None,0,93726,61935,2026-02-07
O51266,Yes,Yes,None,0,108355,47306,2026-02-02
O51267,Yes,No,Mid,76,16739,92710,
O51268,No,No,Early,20,0,466313,
O51269,Yes,Yes,None,0,23253,13384,2026-02-20
O51270,No,No,Early,22,0,207176,
O51271,No,No,Early,43,0,162215,
O51272,Yes,Yes,None,0,160751,91534,2026-03-25
O51273,Yes,Yes,None,0,164271,88014,2026-01-17
O51274,Yes,Yes,None,0,185251,171511,2026-01-01
O51275,Yes,Yes,None,0,241812,114950,2026-03-30
O51276,Yes,Yes,None,0,180830,116584,2026-01-20
O51277,No,No,Early,15,0,403044,
O51278,No,No,Early,42,0,257368,
O51279,No,No,Early,39,0,204007,
O51280,Yes,No,Mid,35,21451,77454,
O51281,Yes,Yes,None,0,46429,52476,2026-02-23
O51282,No,No,Early,26,0,286602,
O51283,No,No,Early,36,0,325499,
O51284,No,No,Early,22,0,325499,
O51285,Yes,Yes,None,0,21204,14763,2026-01-11
O51286,No,No,Early,31,0,35967,
O51287,Yes,No,Mid,39,65001,345721,
O51288,No,No,Early,32,0,410722,
O51289,Yes,No,Mid,39,55407,243289,
O51290,Yes,No,Mid,51,61500,237196,
O51291,No,No,Early,41,0,109328,
O51292,Yes,Yes,None,0,174945,217426,2026-02-23
O51293,Yes,No,Mid,84,54600,337771,
O51294,No,No,Early,42,0,310644,
O51295,Yes,Yes,None,0,192650,117994,2026-03-14
O51296,Yes,Yes,None,0,23251,23690,2026-03-13
O51297,No,No,Early,41,0,74834,
O51298,No,No,Early,36,0,339768,
O51299,Yes,No,Mid,50,98407,367180,
O51300,No,No,Early,29,0,465587,
O51301,No,No,Early,44,0,141560,
O51302,Yes,Yes,None,0,173413,228907,2026-01-18
O51303,No,No,Early,17,0,402320,
O51304,Yes,Yes,None,0,119030,109797,2026-02-18
O51305,Yes,Yes,None,0,115948,112879,2026-03-14
O51306,Yes,Yes,None,0,55987,36413,2026-02-09
O51307,Yes,Yes,None,0,56624,35776,2026-02-04
O51308,No,No,Early,34,0,91497,
O51309,No,No,Early,26,0,328062,
O51310,No,No,Early,16,0,95543,
O51311,Yes,Yes,None,0,40412,55131,2026-03-25
O51312,Yes,Yes,None,0,42449,20568,2026-01-29
O51313,Yes,Yes,None,0,105609,150538,2026-02-16
O51314,No,No,Early,20,0,145654,
O51315,No,No,Early,37,0,373591,
O51316,No,No,Early,27,0,303389,
O51317,No,No,Early,23,0,303389,
O51318,Yes,No,Mid,45,62245,286738,
O51319,Yes,No,Mid,85,37341,311642,
O51320,Yes,No,Mid,75,16283,67625,
O51321,Yes,Yes,None,0,46508,37400,2026-01-12
O51322,No,No,Early,34,0,407414,
O51323,Yes,No,Mid,63,15146,126545,
O51324,No,No,Early,36,0,141691,
O51325,Yes,No,Mid,49,42906,105115,
O51326,No,No,Early,16,0,277081,
O51327,No,No,Early,41,0,277081,
O51328,Yes,Yes,None,0,218032,244511,2026-03-19
O51329,Yes,No,Mid,35,92589,369954,
O51330,Yes,No,Mid,37,51563,301000,
O51331,No,No,Early,39,0,352563,
O51332,Yes,Yes,None,0,119415,57265,2026-01-04
O51333,Yes,No,Mid,69,89183,262323,
O51334,No,No,Early,37,0,351506,
O51335,No,No,Early,26,0,112357,
O51336,No,No,Early,37,0,50133,
O51337,No,No,Early,39,0,50133,
O51338,No,No,Early,29,0,231585,
O51339,Yes,No,Mid,60,13531,32465,
O51340,No,No,Early,32,0,45996,
O51341,Yes,Yes,None,0,51762,25153,2026-03-18
O51342,Yes,No,Mid,87,16357,60558,
O51343,No,No,Early,20,0,77399,
O51344,No,No,Early,26,0,112812,
O51345,Yes,Yes,None,0,105981,85815,2026-02-27
O51346,No,No,Early,16,0,161509,
O51347,Yes,No,Mid,57,67921,334819,
O51348,Yes,No,Mid,79,55025,347715,
O51349,No,No,Early,22,0,439393,
O51350,No,No,Early,39,0,172517,
O51351,Yes,Yes,None,0,112054,149548,2026-01-29
O51352,Yes,Yes,None,0,105203,156399,2026-01-12
O51353,No,No,Early,23,0,479495,
O51354,Yes,Yes,None,0,269219,210276,2026-02-15
O51355,No,No,Early,22,0,414034,
O51356,No,No,Early,33,0,414034,
O51357,No,No,Early,17,0,130594,
O51358,No,No,Early,23,0,130594,
O51359,No,No,Early,27,0,136103,
O51360,No,No,Early,23,0,136103,
O51361,Yes,Yes,None,0,293280,175602,2026-03-19
O51362,Yes,Yes,None,0,112818,96906,2026-02-21
O51363,Yes,Yes,None,0,102987,106737,2026-03-25
O51364,No,No,Early,27,0,374593,
O51365,No,No,Early,35,0,373111,
O51366,No,No,Early,27,0,216984,
O51367,No,No,Early,31,0,238720,
O51368,Yes,Yes,None,0,100721,137999,2026-03-19
O51369,No,No,Early,17,0,95880,
O51370,No,No,Early,28,0,341867,
O51371,Yes,No,Mid,69,49894,238602,
O51372,Yes,No,Mid,40,69687,326652,
O51373,No,No,Early,23,0,396339,
O51374,Yes,No,Mid,84,11909,86497,
O51375,Yes,No,Mid,40,53744,165719,
O51376,No,No,Early,31,0,449412,
O51377,No,No,Early,20,0,449412,
O51378,Yes,Yes,None,0,222725,235022,2026-03-24
O51379,Yes,No,Mid,72,13865,73887,
O51380,No,No,Early,23,0,87752,
O51381,No,No,Early,23,0,47400,
O51382,No,No,Early,42,0,19934,
O51383,No,No,Early,22,0,284283,
O51384,No,No,Early,17,0,284283,
O51385,Yes,Yes,None,0,174506,85450,2026-01-01
O51386,No,No,Early,31,0,233474,
O51387,Yes,Yes,None,0,129809,73250,2026-02-07
O51388,Yes,No,Mid,51,17045,65907,
O51389,No,No,Early,20,0,118313,
O51390,No,No,Early,29,0,416048,
O51391,No,No,Early,21,0,416048,
O51392,No,No,Early,26,0,139130,
O51393,No,No,Early,30,0,53769,
O51394,Yes,No,Mid,31,6379,47390,
O51395,No,No,Early,36,0,159408,
O51396,Yes,Yes,None,0,89905,69503,2026-03-10
O51397,Yes,No,Mid,39,25929,60979,
O51398,Yes,Yes,None,0,42584,44324,2026-03-02
O51399,No,No,Early,28,0,365579,
O51400,No,No,Early,34,0,236224,
O51401,Yes,No,Mid,58,58871,177353,
O51402,Yes,No,Mid,31,54207,170636,
O51403,No,No,Early,30,0,418157,
O51404,Yes,No,Mid,42,82890,335267,
O51405,No,No,Early,15,0,125078,
O51406,Yes,Yes,None,0,114517,158915,2026-03-16
O51407,Yes,Yes,None,0,238019,133062,2026-03-07
O51408,Yes,No,Mid,84,103661,267420,
O51409,No,No,Early,21,0,57873,
O51410,No,No,Early,26,0,57873,
O51411,No,No,Early,27,0,305432,
O51412,No,No,Early,19,0,305432,
O51413,Yes,Yes,None,0,163521,134640,2026-01-20
O51414,Yes,Yes,None,0,202347,95814,2026-01-23
O51415,Yes,Yes,None,0,95652,123553,2026-03-11
O51416,Yes,Yes,None,0,95494,43649,2026-01-14
O51417,Yes,No,Mid,52,26327,80314,
O51418,Yes,Yes,None,0,44219,22426,2026-03-15
O51419,Yes,Yes,None,0,57506,70259,2026-01-15
O51420,No,No,Early,15,0,196434,
O51421,Yes,Yes,None,0,229486,191835,2026-01-30
O51422,No,No,Early,42,0,239215,
O51423,No,No,Early,28,0,239215,
O51424,Yes,Yes,None,0,76545,84374,2026-03-19
O51425,Yes,No,Mid,71,28916,132003,
O51426,Yes,Yes,None,0,59234,77495,2026-02-13
O51427,Yes,Yes,None,0,58426,67938,2026-01-06
O51428,Yes,Yes,None,0,54761,71603,2026-01-03
O51429,Yes,Yes,None,0,273766,184775,2026-03-11
O51430,Yes,Yes,None,0,46528,29436,2026-01-07
O51431,No,No,Early,27,0,168552,
O51432,Yes,Yes,None,0,88932,79620,2026-03-15
O51433,Yes,Yes,None,0,120214,125668,2026-02-24
O51434,Yes,Yes,None,0,53537,36139,2026-03-19
O51435,Yes,Yes,None,0,115372,64564,2026-01-30
O51436,No,No,Early,33,0,246745,
O51437,Yes,Yes,None,0,158002,88743,2026-01-05
O51438,No,No,Early,32,0,439502,
O51439,Yes,Yes,None,0,208883,119976,2026-02-19
O51440,Yes,Yes,None,0,22397,14667,2026-02-27
O51441,Yes,Yes,None,0,203866,154377,2026-02-28
O51442,Yes,No,Mid,70,37105,203837,
O51443,Yes,No,Mid,73,122636,291549,
O51444,Yes,Yes,None,0,252976,161202,2026-01-08
O51445,Yes,No,Mid,87,77475,336703,
O51446,No,No,Early,42,0,188762,
O51447,No,No,Early,18,0,188762,
O51448,Yes,No,Mid,64,36763,148869,
O51449,Yes,Yes,None,0,205081,207406,2026-01-07
O51450,No,No,Early,25,0,385425,
O51451,No,No,Early,40,0,344112,
O51452,Yes,No,Mid,85,126458,330474,
O51453,Yes,Yes,None,0,92885,46905,2026-02-07
O51454,No,No,Early,36,0,35140,
O51455,Yes,No,Mid,43,84756,274994,
O51456,Yes,No,Mid,73,60173,339135,
O51457,No,No,Early,20,0,198239,
O51458,Yes,Yes,None,0,88432,81150,2026-02-19
O51459,No,No,Early,37,0,213300,
O51460,No,No,Early,42,0,213300,
O51461,No,No,Early,30,0,365292,
O51462,Yes,Yes,None,0,168528,196764,2026-03-28
O51463,Yes,Yes,None,0,267033,207960,2026-02-27
O51464,No,No,Early,33,0,474993,
O51465,No,No,Early,21,0,282041,
O51466,No,No,Early,39,0,132952,
O51467,Yes,No,Mid,41,11728,72625,
O51468,Yes,Yes,None,0,34685,49668,2026-02-08
O51469,Yes,No,Mid,72,29453,80687,
O51470,No,No,Early,32,0,476000,
O51471,Yes,Yes,None,0,118122,168158,2026-03-08
O51472,Yes,No,Mid,30,91539,258599,
O51473,No,No,Early,44,0,350138,
O51474,No,No,Early,38,0,358019,
O51475,No,No,Early,27,0,358019,
O51476,Yes,Yes,None,0,189894,137978,2026-01-23
O51477,Yes,No,Mid,81,70192,300270,
O51478,Yes,No,Mid,31,77370,293092,
O51479,No,No,Early,31,0,445898,
O51480,Yes,Yes,None,0,18505,25913,2026-02-27
O51481,Yes,Yes,None,0,164983,107487,2026-02-24
O51482,Yes,Yes,None,0,131293,72009,2026-01-21
O51483,Yes,No,Mid,40,77591,217865,
O51484,No,No,Early,22,0,366734,
O51485,Yes,Yes,None,0,81360,39273,2026-03-10
O51486,Yes,Yes,None,0,77929,42704,2026-02-09
O51487,Yes,Yes,None,0,61677,92097,2026-02-11
O51488,Yes,No,Mid,77,38795,114979,
O51489,Yes,Yes,None,0,6729,8289,2026-02-01
O51490,No,No,Early,38,0,349302,
O51491,Yes,Yes,None,0,234422,114880,2026-01-10
O51492,No,No,Early,39,0,152661,
O51493,No,No,Early,31,0,66827,
O51494,No,No,Early,17,0,385754,
O51495,Yes,Yes,None,0,44399,30089,2026-01-31
O51496,No,No,Early,24,0,74488,
O51497,No,No,Early,25,0,459550,
O51498,Yes,Yes,None,0,267232,192318,2026-01-21
O51499,Yes,Yes,None,0,33330,25705,2026-03-17
O51500,Yes,Yes,None,0,32490,26545,2026-03-26
O51501,Yes,Yes,None,0,9317,12770,2026-01-04
O51502,Yes,No,Mid,47,21712,91519,
O51503,Yes,Yes,None,0,75912,68524,2026-03-02
O51504,Yes,Yes,None,0,83298,61138,2026-01-11
O51505,Yes,Yes,None,0,23753,32345,2026-01-29
O51506,Yes,No,Mid,75,52940,388687,
O51507,Yes,Yes,None,0,244739,196888,2026-03-06
O51508,Yes,Yes,None,0,146514,99328,2026-01-23
O51509,Yes,Yes,None,0,65886,31097,2026-01-15
O51510,Yes,Yes,None,0,59364,37619,2026-01-10
O51511,No,No,Early,33,0,432260,
O51512,No,No,Early,39,0,160138,
O51513,No,No,Early,39,0,418150,
O51514,No,No,Early,28,0,418150,
O51515,No,No,Early,25,0,236325,
O51516,No,No,Early,23,0,117820,
O51517,Yes,Yes,None,0,240267,143156,2026-03-12
O51518,No,No,Early,17,0,383423,
O51519,Yes,Yes,None,0,139741,160669,2026-02-01
O51520,No,No,Early,40,0,300410,
O51521,Yes,Yes,None,0,95358,92447,2026-01-29
O51522,No,No,Early,37,0,187805,
O51523,No,No,Early,41,0,134097,
O51524,Yes,Yes,None,0,77787,56310,2026-02-03
O51525,Yes,Yes,None,0,128305,183344,2026-01-07
O51526,No,No,Early,16,0,233438,
O51527,Yes,Yes,None,0,121645,111793,2026-02-17
O51528,Yes,No,Mid,69,101618,256749,
O51529,No,No,Early,29,0,358367,
O51530,Yes,Yes,None,0,268598,155218,2026-03-31
O51531,No,No,Early,35,0,69895,
O51532,Yes,No,Mid,44,77234,339970,
O51533,No,No,Early,38,0,205984,
O51534,Yes,Yes,None,0,108144,97840,2026-03-07
O51535,No,No,Early,25,0,159143,
O51536,No,No,Early,39,0,159143,
O51537,No,No,Early,22,0,310719,
O51538,Yes,Yes,None,0,218597,106290,2026-03-31
O51539,Yes,No,Mid,65,83539,274985,
O51540,No,No,Early,25,0,358524,
O51541,Yes,Yes,None,0,137386,201993,2026-01-14
O51542,Yes,Yes,None,0,165541,173838,2026-02-06
O51543,No,No,Early,38,0,227338,
O51544,Yes,Yes,None,0,132477,84824,2026-03-08
O51545,No,No,Early,20,0,217301,
O51546,No,No,Early,21,0,205664,
O51547,No,No,Early,28,0,205664,
O51548,Yes,Yes,None,0,157840,112095,2026-03-18
O51549,No,No,Early,19,0,269935,
O51550,No,No,Early,34,0,103918,
O51551,Yes,Yes,None,0,65617,38301,2026-01-21
O51552,Yes,Yes,None,0,90592,56624,2026-03-26
O51553,No,No,Early,44,0,147216,
O51554,Yes,No,Mid,87,105961,355679,
O51555,Yes,Yes,None,0,262527,199113,2026-01-24
O51556,No,No,Early,28,0,331921,
O51557,Yes,No,Mid,77,18011,132351,
O51558,No,No,Early,16,0,150362,
O51559,No,No,Early,24,0,65357,
O51560,Yes,No,Mid,61,22042,101338,
O51561,No,No,Early,42,0,290995,
O51562,No,No,Early,23,0,319280,
O51563,No,No,Early,21,0,245431,
O51564,Yes,No,Mid,64,41285,204146,
O51565,Yes,No,Mid,60,108819,310166,
O51566,Yes,Yes,None,0,285130,133855,2026-01-03
O51567,Yes,Yes,None,0,181810,208165,2026-02-07
O51568,No,No,Early,22,0,142894,
O51569,Yes,Yes,None,0,35657,18035,2026-03-19
O51570,No,No,Early,33,0,445037,
O51571,Yes,Yes,None,0,264643,180394,2026-02-26
O51572,No,No,Early,31,0,369100,
O51573,No,No,Early,24,0,369100,
O51574,No,No,Early,23,0,365404,
O51575,No,No,Early,36,0,201478,
O51576,No,No,Early,20,0,201478,
O51577,Yes,Yes,None,0,174864,154765,2026-03-29
O51578,Yes,Yes,None,0,15721,19822,2026-03-09
O51579,No,No,Early,30,0,35543,
O51580,Yes,No,Mid,41,42691,247850,
O51581,Yes,No,Mid,45,26754,131677,
O51582,No,No,Early,18,0,158431,
O51583,No,No,Early,26,0,34674,
O51584,No,No,Early,31,0,34674,
O51585,No,No,Early,15,0,118229,
O51586,No,No,Early,36,0,306525,
O51587,Yes,No,Mid,62,82222,383905,
O51588,No,No,Early,41,0,466127,
O51589,Yes,Yes,None,0,189715,221295,2026-03-05
O51590,Yes,Yes,None,0,244570,166440,2026-02-04
O51591,Yes,No,Mid,73,26747,184835,
O51592,No,No,Early,41,0,295866,
O51593,No,No,Early,18,0,271306,
O51594,Yes,Yes,None,0,154162,117144,2026-01-10
O51595,Yes,Yes,None,0,54173,74235,2026-03-22
O51596,No,No,Early,27,0,292961,
O51597,No,No,Early,18,0,303237,
O51598,No,No,Early,24,0,252015,
O51599,Yes,Yes,None,0,188299,209140,2026-01-04
O51600,Yes,Yes,None,0,300535,149664,2026-03-21
O51601,Yes,Yes,None,0,226991,223208,2026-02-25
O51602,Yes,Yes,None,0,70547,42206,2026-01-14
O51603,No,No,Early,33,0,112753,
O51604,Yes,Yes,None,0,216959,102020,2026-02-22
O51605,Yes,Yes,None,0,141888,136492,2026-03-02
O51606,No,No,Early,37,0,278380,
O51607,Yes,Yes,None,0,132523,188812,2026-03-26
O51608,Yes,Yes,None,0,36084,38531,2026-02-01
O51609,No,No,Early,42,0,74615,
O51610,No,No,Early,40,0,302111,
O51611,Yes,Yes,None,0,138878,114454,2026-02-27
O51612,Yes,Yes,None,0,120506,132826,2026-01-19
O51613,No,No,Early,18,0,80671,
O51614,Yes,Yes,None,0,70843,92174,2026-01-31
O51615,Yes,Yes,None,0,113884,49133,2026-03-01
O51616,Yes,Yes,None,0,174549,81788,2026-01-20
O51617,No,No,Early,33,0,366161,
O51618,No,No,Early,24,0,146195,
O51619,No,No,Early,26,0,458509,
O51620,Yes,Yes,None,0,118917,130407,2026-03-14
O51621,Yes,Yes,None,0,105479,143845,2026-03-05
O51622,Yes,No,Mid,71,41918,105129,
O51623,Yes,Yes,None,0,98840,48207,2026-01-29
O51624,No,No,Early,20,0,388830,
O51625,Yes,Yes,None,0,82843,56292,2026-02-17
O51626,No,No,Early,41,0,139135,
O51627,No,No,Early,36,0,372345,
O51628,No,No,Early,40,0,225926,
O51629,Yes,Yes,None,0,197607,178274,2026-02-16
O51630,Yes,Yes,None,0,237676,232023,2026-01-15
O51631,Yes,Yes,None,0,165288,83048,2026-03-31
O51632,No,No,Early,33,0,38390,
O51633,Yes,Yes,None,0,127478,130458,2026-02-02
O51634,No,No,Early,41,0,257936,
O51635,Yes,Yes,None,0,99884,98073,2026-02-21
O51636,No,No,Early,27,0,197957,
O51637,Yes,Yes,None,0,194669,190983,2026-01-17
O51638,Yes,Yes,None,0,132650,62379,2026-01-23
O51639,Yes,Yes,None,0,57541,47065,2026-02-20
O51640,No,No,Early,28,0,165184,
O51641,Yes,Yes,None,0,85158,51834,2026-02-14
O51642,No,No,Early,35,0,311695,
O51643,No,No,Early,38,0,477441,
O51644,Yes,Yes,None,0,156088,200822,2026-01-15
O51645,No,No,Early,42,0,160384,
O51646,Yes,Yes,None,0,9694,13308,2026-03-24
O51647,No,No,Early,42,0,145864,
O51648,No,No,Early,24,0,78271,
O51649,Yes,Yes,None,0,124185,134815,2026-01-31
O51650,No,No,Early,32,0,295602,
O51651,No,No,Early,34,0,295602,
O51652,Yes,Yes,None,0,63366,80916,2026-02-19
O51653,No,No,Early,31,0,187492,
O51654,Yes,Yes,None,0,88891,98601,2026-03-17
O51655,No,No,Early,42,0,454600,
O51656,No,No,Early,15,0,428623,
O51657,No,No,Early,32,0,447058,
O51658,No,No,Early,18,0,316829,
O51659,No,No,Early,37,0,316829,
O51660,Yes,No,Mid,86,96077,276402,
O51661,Yes,Yes,None,0,185706,186773,2026-02-18
O51662,Yes,Yes,None,0,54070,47320,2026-01-21
O51663,Yes,Yes,None,0,59388,42002,2026-01-15
O51664,No,No,Early,20,0,138355,
O51665,Yes,No,Mid,65,46733,116883,
O51666,Yes,Yes,None,0,92456,71160,2026-03-30
O51667,No,No,Early,43,0,476373,
O51668,No,No,Early,19,0,476373,
O51669,Yes,Yes,None,0,174126,76450,2026-01-09
O51670,Yes,Yes,None,0,300690,130894,2026-03-16
O51671,Yes,Yes,None,0,209966,221618,2026-02-15
O51672,No,No,Early,18,0,355398,
O51673,Yes,No,Mid,38,32437,276166,
O51674,No,No,Early,43,0,467132,
O51675,Yes,Yes,None,0,157768,150809,2026-03-17
O51676,Yes,Yes,None,0,146779,161798,2026-02-23
O51677,Yes,No,Mid,45,54903,238368,
O51678,No,No,Early,35,0,318658,
O51679,Yes,Yes,None,0,54781,68982,2026-01-03
O51680,No,No,Early,32,0,56986,
O51681,No,No,Early,20,0,56986,
O51682,Yes,Yes,None,0,157615,229315,2026-01-02
O51683,Yes,No,Mid,82,88761,223552,
O51684,Yes,No,Mid,82,38464,273849,
O51685,No,No,Early,41,0,15530,
O51686,Yes,Yes,None,0,89213,111108,2026-01-26
O51687,No,No,Early,32,0,452239,
O51688,Yes,Yes,None,0,59187,68509,2026-02-09
O51689,No,No,Early,18,0,26116,
O51690,Yes,Yes,None,0,10912,15204,2026-01-16
O51691,No,No,Early,40,0,415222,
O51692,Yes,No,Mid,63,11972,52675,
O51693,No,No,Early,44,0,64647,
O51694,Yes,Yes,None,0,99972,87624,2026-02-25
O51695,Yes,No,Mid,31,28692,158904,
O51696,Yes,Yes,None,0,213414,133228,2026-02-18
O51697,No,No,Early,16,0,346642,
O51698,Yes,Yes,None,0,71041,66600,2026-02-07
O51699,No,No,Early,20,0,159776,
O51700,Yes,Yes,None,0,292444,186800,2026-01-30
O51701,Yes,No,Mid,81,62268,259667,
O51702,Yes,Yes,None,0,135536,96343,2026-02-17
O51703,Yes,No,Mid,52,39554,192325,
O51704,Yes,No,Mid,42,18462,62249,
O51705,Yes,Yes,None,0,39682,41029,2026-03-07
O51706,No,No,Early,21,0,90348,
O51707,Yes,Yes,None,0,40946,24751,2026-03-30
O51708,No,No,Early,28,0,65697,
O51709,Yes,Yes,None,0,133941,183370,2026-02-10
O51710,Yes,Yes,None,0,151307,82617,2026-03-08
O51711,No,No,Early,42,0,453868,
O51712,Yes,No,Mid,32,46075,407793,
O51713,Yes,Yes,None,0,216031,107809,2026-02-17
O51714,No,No,Early,21,0,323840,
O51715,No,No,Early,17,0,166343,
O51716,Yes,No,Mid,33,48573,117770,
O51717,Yes,Yes,None,0,142147,205582,2026-01-09
O51718,No,No,Early,35,0,347729,
O51719,Yes,Yes,None,0,127354,172781,2026-03-26
O51720,No,No,Early,25,0,300135,
O51721,No,No,Early,36,0,424680,
O51722,Yes,Yes,None,0,279053,145627,2026-03-26
O51723,No,No,Early,33,0,440950,
O51724,Yes,Yes,None,0,228161,212789,2026-03-19
O51725,Yes,No,Mid,61,18510,112232,
O51726,No,No,Early,39,0,46152,
O51727,No,No,Early,43,0,46152,
O51728,No,No,Early,23,0,473213,
O51729,No,No,Early,31,0,451211,
O51730,Yes,Yes,None,0,45920,65746,2026-02-19
O51731,Yes,No,Mid,61,44344,321513,
O51732,Yes,Yes,None,0,194762,171095,2026-03-07
O51733,Yes,No,Mid,83,20662,82100,
O51734,No,No,Early,37,0,102762,
O51735,Yes,No,Mid,34,44855,252808,
O51736,Yes,Yes,None,0,260086,117935,2026-01-21
O51737,Yes,Yes,None,0,25680,22900,2026-02-17
O51738,No,No,Early,18,0,48580,
