offer_id,account_id,offer_sequence_number,ai_recommended_offer_percent,actual_agent_offer_percent,offer_type,offer_percent,installment_months,emi_percent_of_income,offer_channel,offer_timestamp,response_timestamp,days_between_offer_and_response,ai_confidence_score,human_override_flag,override_reason_code,customer_response,considered_offer_percents
O50875,A10611,1,74,74,Installment,74,3,9,Email,2026-02-03,2026-02-16,13,0.84,No,NONE,Accepted,"[79, 74, 69]"
O50876,A10611,2,65,70,Installment,70,9,8,Email,2026-01-05,2026-01-20,15,0.9,Yes,Agent_Discretion,Accepted,"[70, 65, 60]"
O50877,A10612,1,21,26,Lump-Sum,26,0,10,SMS,2026-01-11,2026-01-20,9,0.7,Yes,Agent_Discretion,Rejected,"[26, 21, 16]"
O50878,A10613,1,74,74,Installment,74,3,13,Call,2026-03-18,2026-04-04,17,0.57,No,NONE,Rejected,"[79, 74, 69]"
O50879,A10613,2,80,80,Installment,80,6,17,SMS,2026-02-06,2026-02-06,0,0.76,No,NONE,Rejected,"[85, 80, 75]"
O50880,A10614,1,46,46,Installment,46,6,9,Call,2026-01-22,2026-01-27,5,0.62,No,NONE,Accepted,"[51, 46, 41]"
O50881,A10614,2,56,56,Installment,56,6,20,Email,2026-03-13,2026-03-28,15,0.73,No,NONE,No Response,"[61, 56, 51]"
O50882,A10615,1,37,37,Lump-Sum,37,0,12,Email,2026-02-07,2026-02-17,10,0.89,No,NONE,No Response,"[42, 37, 32]"
O50883,A10615,2,44,44,Lump-Sum,44,0,21,Email,2026-01-26,2026-02-03,8,0.84,No,NONE,Accepted,"[49, 44, 39]"
O50884,A10616,1,70,75,Installment,75,9,8,Email,2026-03-31,2026-04-14,14,0.82,Yes,Agent_Discretion,Accepted,"[75, 70, 65]"
O50885,A10617,1,75,75,Installment,75,9,14,Call,2026-01-25,2026-02-01,7,0.63,No,NONE,No Response,"[80, 75, 70]"
O50886,A10618,1,54,54,Installment,54,3,16,Call,2026-01-23,2026-02-06,14,0.66,No,NONE,Accepted,"[59, 54, 49]"
O50887,A10618,2,57,57,Installment,57,6,9,Email,2026-03-18,2026-04-07,20,0.7,No,NONE,Accepted,"[62, 57, 52]"
O50888,A10619,1,52,52,Installment,52,3,16,Call,2026-02-06,2026-02-14,8,0.66,No,NONE,Accepted,"[57, 52, 47]"
O50889,A10620,1,55,55,Installment,55,3,10,Call,2026-01-12,2026-01-24,12,0.78,No,NONE,Accepted,"[60, 55, 50]"
O50890,A10620,2,62,62,Installment,62,3,13,Email,2026-01-14,2026-01-15,1,0.83,No,NONE,Accepted,"[67, 62, 57]"
O50891,A10621,1,63,63,Installment,63,9,19,Email,2026-01-08,2026-01-10,2,0.67,No,NONE,Accepted,"[68, 63, 58]"
O50892,A10622,1,53,53,Installment,53,3,18,Email,2026-01-21,2026-02-01,11,0.78,No,NONE,Accepted,"[58, 53, 48]"
O50893,A10622,2,64,64,Installment,64,6,21,Email,2026-01-27,2026-02-07,11,0.62,No,NONE,Rejected,"[69, 64, 59]"
O50894,A10623,1,77,77,Installment,77,3,20,Call,2026-01-04,2026-01-15,11,0.66,No,NONE,Accepted,"[82, 77, 72]"
O50895,A10623,2,83,88,Installment,88,6,19,SMS,2026-03-18,2026-03-30,12,0.68,Yes,Agent_Discretion,Rejected,"[88, 83, 78]"
O50896,A10624,1,28,28,Lump-Sum,28,0,8,SMS,2026-03-25,2026-04-08,14,0.86,No,NONE,Accepted,"[33, 28, 23]"
O50897,A10625,1,79,84,Installment,84,9,15,Email,2026-03-07,2026-03-23,16,0.71,Yes,Agent_Discretion,No Response,"[84, 79, 74]"
O50898,A10625,2,78,78,Installment,78,3,10,Call,2026-02-18,2026-02-28,10,0.69,No,NONE,No Response,"[83, 78, 73]"
O50899,A10626,1,58,58,Installment,58,9,11,Call,2026-02-14,2026-02-28,14,0.76,No,NONE,Accepted,"[63, 58, 53]"
O50900,A10626,2,56,56,Installment,56,6,15,SMS,2026-03-03,2026-03-22,19,0.79,No,NONE,Accepted,"[61, 56, 51]"
O50901,A10627,1,58,58,Installment,58,9,20,SMS,2026-02-26,2026-03-02,4,0.83,No,NONE,Accepted,"[63, 58, 53]"
O50902,A10627,2,57,57,Installment,57,6,10,Call,2026-01-15,2026-01-15,0,0.61,No,NONE,No Response,"[62, 57, 52]"
O50903,A10628,1,82,82,Installment,82,9,8,Email,2026-02-18,2026-02-24,6,0.78,No,NONE,Accepted,"[87, 82, 77]"
O50904,A10629,1,83,83,Installment,83,9,12,Email,2026-01-15,2026-01-17,2,0.63,No,NONE,Accepted,"[88, 83, 78]"
O50905,A10630,1,53,53,Installment,53,3,20,Email,2026-01-02,2026-01-22,20,0.67,No,NONE,Rejected,"[58, 53, 48]"
O50906,A10631,1,45,45,Installment,45,3,15,Email,2026-02-20,2026-02-28,8,0.72,No,NONE,Accepted,"[50, 45, 40]"
O50907,A10632,1,65,70,Installment,70,6,16,SMS,2026-01-10,2026-01-13,3,0.71,Yes,Agent_Discretion,Rejected,"[70, 65, 60]"
O50908,A10632,2,82,82,Installment,82,3,19,SMS,2026-03-04,2026-03-23,19,0.69,No,NONE,Rejected,"[87, 82, 77]"
O50909,A10633,1,47,47,Installment,47,3,8,SMS,2026-02-18,2026-03-03,13,0.71,No,NONE,Rejected,"[52, 47, 42]"
O50910,A10634,1,38,38,Lump-Sum,38,0,8,Call,2026-02-19,2026-03-06,15,0.64,No,NONE,No Response,"[43, 38, 33]"
O50911,A10635,1,60,65,Installment,65,6,20,Email,2026-02-16,2026-02-27,11,0.76,Yes,Agent_Discretion,Accepted,"[65, 60, 55]"
O50912,A10635,2,46,46,Installment,46,9,8,Email,2026-03-15,2026-03-17,2,0.77,No,NONE,Accepted,"[51, 46, 41]"
O50913,A10636,1,45,50,Installment,50,3,17,SMS,2026-03-04,2026-03-04,0,0.55,Yes,Agent_Discretion,Accepted,"[50, 45, 40]"
O50914,A10637,1,77,77,Installment,77,9,18,Call,2026-01-19,2026-01-31,12,0.66,No,NONE,Accepted,"[82, 77, 72]"
O50915,A10638,1,64,64,Installment,64,9,19,Call,2026-03-06,2026-03-22,16,0.76,No,NONE,Rejected,"[69, 64, 59]"
O50916,A10639,1,50,50,Installment,50,3,21,Email,2026-03-11,2026-03-18,7,0.76,No,NONE,Accepted,"[55, 50, 45]"
O50917,A10640,1,73,73,Installment,73,9,10,Call,2026-02-08,2026-02-12,4,0.79,No,NONE,Accepted,"[78, 73, 68]"
O50918,A10641,1,56,56,Installment,56,6,20,Email,2026-01-09,2026-01-15,6,0.87,No,NONE,Accepted,"[61, 56, 51]"
O50919,A10641,2,56,56,Installment,56,6,8,SMS,2026-02-20,2026-02-20,0,0.66,No,NONE,No Response,"[61, 56, 51]"
O50920,A10642,1,27,27,Lump-Sum,27,0,18,SMS,2026-01-23,2026-02-01,9,0.62,No,NONE,No Response,"[32, 27, 22]"
O50921,A10643,1,47,47,Installment,47,6,16,Email,2026-01-21,2026-02-09,19,0.77,No,NONE,No Response,"[52, 47, 42]"
O50922,A10643,2,57,62,Installment,62,9,8,Email,2026-02-01,2026-02-20,19,0.65,Yes,Agent_Discretion,Rejected,"[62, 57, 52]"
O50923,A10644,1,63,63,Installment,63,3,12,Call,2026-01-15,2026-01-20,5,0.57,No,NONE,No Response,"[68, 63, 58]"
O50924,A10645,1,83,83,Installment,83,6,19,Call,2026-02-22,2026-02-27,5,0.63,No,NONE,Accepted,"[88, 83, 78]"
O50925,A10646,1,83,83,Installment,83,6,15,Call,2026-03-24,2026-04-05,12,0.62,No,NONE,Accepted,"[88, 83, 78]"
O50926,A10646,2,81,81,Installment,81,6,16,Email,2026-03-02,2026-03-05,3,0.71,No,NONE,Accepted,"[86, 81, 76]"
O50927,A10647,1,70,70,Installment,70,6,8,SMS,2026-01-27,2026-02-13,17,0.83,No,NONE,No Response,"[75, 70, 65]"
O50928,A10648,1,49,49,Installment,49,6,10,Email,2026-01-08,2026-01-13,5,0.6,No,NONE,Accepted,"[54, 49, 44]"
O50929,A10649,1,53,53,Installment,53,9,11,Call,2026-01-05,2026-01-11,6,0.88,No,NONE,No Response,"[58, 53, 48]"
O50930,A10650,1,77,77,Installment,77,9,18,SMS,2026-02-07,2026-02-15,8,0.8,No,NONE,No Response,"[82, 77, 72]"
O50931,A10650,2,79,79,Installment,79,3,17,Call,2026-01-13,2026-01-23,10,0.64,No,NONE,No Response,"[84, 79, 74]"
O50932,A10651,1,61,61,Installment,61,3,20,Email,2026-01-18,2026-01-28,10,0.57,No,NONE,Accepted,"[66, 61, 56]"
O50933,A10652,1,67,67,Installment,67,6,15,Call,2026-01-14,2026-01-28,14,0.87,No,NONE,Accepted,"[72, 67, 62]"
O50934,A10653,1,69,74,Installment,74,6,8,SMS,2026-02-08,2026-02-22,14,0.7,Yes,Agent_Discretion,Rejected,"[74, 69, 64]"
O50935,A10654,1,55,55,Installment,55,9,17,SMS,2026-03-03,2026-03-19,16,0.71,No,NONE,Accepted,"[60, 55, 50]"
O50936,A10654,2,50,50,Installment,50,6,15,Email,2026-03-11,2026-03-23,12,0.58,No,NONE,Accepted,"[55, 50, 45]"
O50937,A10655,1,33,33,Lump-Sum,33,0,9,Email,2026-03-10,2026-03-13,3,0.56,No,NONE,Accepted,"[38, 33, 28]"
O50938,A10656,1,57,57,Installment,57,3,17,SMS,2026-02-02,2026-02-07,5,0.6,No,NONE,Rejected,"[62, 57, 52]"
O50939,A10656,2,53,53,Installment,53,3,15,SMS,2026-02-18,2026-03-05,15,0.67,No,NONE,No Response,"[58, 53, 48]"
O50940,A10657,1,45,45,Installment,45,6,10,SMS,2026-02-01,2026-02-10,9,0.78,No,NONE,Accepted,"[50, 45, 40]"
O50941,A10658,1,73,73,Installment,73,3,8,SMS,2026-03-01,2026-03-14,13,0.56,No,NONE,No Response,"[78, 73, 68]"
O50942,A10658,2,67,67,Installment,67,3,9,SMS,2026-02-19,2026-02-22,3,0.89,No,NONE,Accepted,"[72, 67, 62]"
O50943,A10659,1,64,69,Installment,69,6,9,SMS,2026-03-05,2026-03-20,15,0.66,Yes,Agent_Discretion,No Response,"[69, 64, 59]"
O50944,A10660,1,79,84,Installment,84,3,17,Email,2026-01-27,2026-02-05,9,0.62,Yes,Agent_Discretion,Rejected,"[84, 79, 74]"
O50945,A10661,1,53,53,Installment,53,3,17,Email,2026-02-22,2026-03-07,13,0.87,No,NONE,Accepted,"[58, 53, 48]"
O50946,A10662,1,75,75,Installment,75,3,18,Call,2026-02-05,2026-02-21,16,0.59,No,NONE,Rejected,"[80, 75, 70]"
O50947,A10662,2,75,75,Installment,75,6,8,Email,2026-01-27,2026-01-31,4,0.72,No,NONE,Accepted,"[80, 75, 70]"
O50948,A10663,1,48,48,Installment,48,6,13,Email,2026-03-22,2026-04-03,12,0.86,No,NONE,Rejected,"[53, 48, 43]"
O50949,A10664,1,23,23,Lump-Sum,23,0,15,Call,2026-03-07,2026-03-23,16,0.6,No,NONE,No Response,"[28, 23, 18]"
O50950,A10665,1,80,80,Installment,80,9,21,Call,2026-01-02,2026-01-11,9,0.65,No,NONE,Accepted,"[85, 80, 75]"
O50951,A10666,1,39,39,Lump-Sum,39,0,10,SMS,2026-01-07,2026-01-15,8,0.73,No,NONE,Rejected,"[44, 39, 34]"
O50952,A10667,1,66,66,Installment,66,6,18,SMS,2026-03-16,2026-03-16,0,0.67,No,NONE,Rejected,"[71, 66, 61]"
O50953,A10667,2,80,80,Installment,80,3,18,Email,2026-02-16,2026-03-01,13,0.6,No,NONE,Accepted,"[85, 80, 75]"
O50954,A10668,1,73,78,Installment,78,9,11,Email,2026-01-12,2026-01-16,4,0.78,Yes,Agent_Discretion,No Response,"[78, 73, 68]"
O50955,A10668,2,81,86,Installment,86,3,12,Email,2026-03-09,2026-03-21,12,0.72,Yes,Agent_Discretion,Accepted,"[86, 81, 76]"
O50956,A10669,1,81,86,Installment,86,9,12,Call,2026-01-10,2026-01-17,7,0.78,Yes,Agent_Discretion,Accepted,"[86, 81, 76]"
O50957,A10670,1,59,64,Installment,64,9,17,Email,2026-03-08,2026-03-17,9,0.65,Yes,Agent_Discretion,Accepted,"[64, 59, 54]"
O50958,A10671,1,76,76,Installment,76,9,20,SMS,2026-03-08,2026-03-12,4,0.65,No,NONE,Accepted,"[81, 76, 71]"
O50959,A10672,1,68,68,Installment,68,9,14,SMS,2026-02-02,2026-02-17,15,0.82,No,NONE,Accepted,"[73, 68, 63]"
O50960,A10672,2,69,74,Installment,74,6,10,Call,2026-03-26,2026-04-03,8,0.76,Yes,Agent_Discretion,No Response,"[74, 69, 64]"
O50961,A10673,1,47,47,Installment,47,6,8,Call,2026-03-02,2026-03-20,18,0.68,No,NONE,No Response,"[52, 47, 42]"
O50962,A10673,2,58,58,Installment,58,3,19,Email,2026-03-18,2026-03-23,5,0.84,No,NONE,Rejected,"[63, 58, 53]"
O50963,A10674,1,49,54,Installment,54,6,8,SMS,2026-03-21,2026-04-05,15,0.85,Yes,Agent_Discretion,Accepted,"[54, 49, 44]"
O50964,A10675,1,57,57,Installment,57,3,19,Email,2026-02-21,2026-02-22,1,0.72,No,NONE,Accepted,"[62, 57, 52]"
O50965,A10676,1,65,65,Installment,65,9,13,SMS,2026-03-08,2026-03-14,6,0.67,No,NONE,Rejected,"[70, 65, 60]"
O50966,A10676,2,82,82,Installment,82,3,12,SMS,2026-02-22,2026-02-28,6,0.62,No,NONE,Rejected,"[87, 82, 77]"
O50967,A10677,1,66,66,Installment,66,6,17,Call,2026-03-10,2026-03-15,5,0.79,No,NONE,Accepted,"[71, 66, 61]"
O50968,A10678,1,65,65,Installment,65,3,20,Email,2026-01-20,2026-02-04,15,0.89,No,NONE,Rejected,"[70, 65, 60]"
O50969,A10678,2,82,82,Installment,82,3,17,SMS,2026-02-11,2026-02-22,11,0.57,No,NONE,Accepted,"[87, 82, 77]"
O50970,A10679,1,38,38,Lump-Sum,38,0,9,SMS,2026-03-19,2026-03-21,2,0.65,No,NONE,Rejected,"[43, 38, 33]"
O50971,A10680,1,60,65,Installment,65,6,18,SMS,2026-01-19,2026-02-02,14,0.84,Yes,Agent_Discretion,Rejected,"[65, 60, 55]"
O50972,A10681,1,84,84,Installment,84,6,10,Call,2026-01-09,2026-01-09,0,0.7,No,NONE,Rejected,"[89, 84, 79]"
O50973,A10681,2,70,70,Installment,70,6,11,Email,2026-03-30,2026-04-04,5,0.59,No,NONE,Rejected,"[75, 70, 65]"
O50974,A10682,1,52,52,Installment,52,3,8,Email,2026-02-06,2026-02-18,12,0.73,No,NONE,Accepted,"[57, 52, 47]"
O50975,A10683,1,58,58,Installment,58,9,14,SMS,2026-03-12,2026-03-12,0,0.86,No,NONE,No Response,"[63, 58, 53]"
O50976,A10683,2,50,50,Installment,50,6,8,Call,2026-01-19,2026-02-07,19,0.65,No,NONE,Accepted,"[55, 50, 45]"
O50977,A10684,1,55,55,Installment,55,9,12,Call,2026-02-21,2026-02-21,0,0.55,No,NONE,Accepted,"[60, 55, 50]"
O50978,A10685,1,57,57,Installment,57,3,19,Call,2026-01-18,2026-01-18,0,0.88,No,NONE,Accepted,"[62, 57, 52]"
O50979,A10686,1,36,41,Lump-Sum,41,0,10,Call,2026-03-24,2026-03-31,7,0.9,Yes,Agent_Discretion,Accepted,"[41, 36, 31]"
O50980,A10686,2,27,27,Lump-Sum,27,0,8,Email,2026-02-19,2026-03-11,20,0.66,No,NONE,Rejected,"[32, 27, 22]"
O50981,A10687,1,60,60,Installment,60,6,18,SMS,2026-02-10,2026-02-16,6,0.61,No,NONE,No Response,"[65, 60, 55]"
O50982,A10688,1,80,80,Installment,80,3,12,Email,2026-01-16,2026-01-27,11,0.7,No,NONE,No Response,"[85, 80, 75]"
O50983,A10689,1,53,53,Installment,53,3,16,Call,2026-02-02,2026-02-19,17,0.87,No,NONE,Rejected,"[58, 53, 48]"
O50984,A10690,1,81,81,Installment,81,3,21,Email,2026-02-15,2026-02-17,2,0.57,No,NONE,Accepted,"[86, 81, 76]"
O50985,A10691,1,54,54,Installment,54,6,14,SMS,2026-01-16,2026-01-24,8,0.61,No,NONE,Rejected,"[59, 54, 49]"
O50986,A10691,2,48,48,Installment,48,6,12,Email,2026-02-21,2026-02-22,1,0.58,No,NONE,Rejected,"[53, 48, 43]"
O50987,A10692,1,81,81,Installment,81,9,21,Email,2026-03-18,2026-03-26,8,0.8,No,NONE,Rejected,"[86, 81, 76]"
O50988,A10692,2,69,69,Installment,69,3,10,SMS,2026-03-14,2026-03-19,5,0.79,No,NONE,No Response,"[74, 69, 64]"
O50989,A10693,1,77,77,Installment,77,9,9,Call,2026-02-16,2026-03-01,13,0.88,No,NONE,Accepted,"[82, 77, 72]"
O50990,A10694,1,45,50,Installment,50,9,11,Email,2026-01-03,2026-01-05,2,0.74,Yes,Agent_Discretion,Rejected,"[50, 45, 40]"
O50991,A10695,1,82,82,Installment,82,3,20,Call,2026-03-01,2026-03-06,5,0.81,No,NONE,Accepted,"[87, 82, 77]"
O50992,A10696,1,75,75,Installment,75,9,20,Call,2026-02-10,2026-02-20,10,0.86,No,NONE,Accepted,"[80, 75, 70]"
O50993,A10696,2,77,77,Installment,77,9,11,Email,2026-03-19,2026-04-01,13,0.74,No,NONE,Rejected,"[82, 77, 72]"
O50994,A10697,1,73,78,Installment,78,6,17,Email,2026-03-19,2026-04-01,13,0.88,Yes,Agent_Discretion,Accepted,"[78, 73, 68]"
O50995,A10698,1,57,57,Installment,57,9,8,Call,2026-02-20,2026-03-09,17,0.75,No,NONE,No Response,"[62, 57, 52]"
O50996,A10698,2,50,55,Installment,55,9,10,Email,2026-03-16,2026-04-01,16,0.83,Yes,Agent_Discretion,Accepted,"[55, 50, 45]"
O50997,A10699,1,53,53,Installment,53,3,12,Call,2026-03-21,2026-03-26,5,0.62,No,NONE,Rejected,"[58, 53, 48]"
O50998,A10699,2,58,58,Installment,58,6,15,Email,2026-02-13,2026-02-17,4,0.71,No,NONE,Rejected,"[63, 58, 53]"
O50999,A10700,1,56,61,Installment,61,3,19,SMS,2026-02-11,2026-02-11,0,0.84,Yes,Agent_Discretion,No Response,"[61, 56, 51]"
O51000,A10701,1,74,74,Installment,74,6,9,Email,2026-03-27,2026-04-13,17,0.58,No,NONE,Rejected,"[79, 74, 69]"
O51001,A10702,1,51,51,Installment,51,3,20,Email,2026-02-01,2026-02-19,18,0.67,No,NONE,Accepted,"[56, 51, 46]"
O51002,A10702,2,45,45,Installment,45,9,17,Email,2026-01-05,2026-01-07,2,0.77,No,NONE,Rejected,"[50, 45, 40]"
O51003,A10703,1,74,74,Installment,74,3,19,Email,2026-03-13,2026-03-16,3,0.88,No,NONE,Accepted,"[79, 74, 69]"
O51004,A10704,1,41,41,Lump-Sum,41,0,18,Email,2026-01-21,2026-01-21,0,0.64,No,NONE,No Response,"[46, 41, 36]"
O51005,A10705,1,64,64,Installment,64,6,14,SMS,2026-01-28,2026-02-02,5,0.63,No,NONE,Accepted,"[69, 64, 59]"
O51006,A10705,2,60,60,Installment,60,6,20,Email,2026-03-10,2026-03-18,8,0.59,No,NONE,Accepted,"[65, 60, 55]"
O51007,A10706,1,82,82,Installment,82,3,10,Call,2026-01-26,2026-02-01,6,0.7,No,NONE,Accepted,"[87, 82, 77]"
O51008,A10706,2,69,69,Installment,69,9,20,Email,2026-01-02,2026-01-02,0,0.75,No,NONE,Accepted,"[74, 69, 64]"
O51009,A10707,1,71,71,Installment,71,9,21,Email,2026-02-23,2026-03-15,20,0.61,No,NONE,Accepted,"[76, 71, 66]"
O51010,A10708,1,80,80,Installment,80,3,8,Email,2026-01-04,2026-01-09,5,0.76,No,NONE,Rejected,"[85, 80, 75]"
O51011,A10709,1,58,58,Installment,58,9,18,Call,2026-02-04,2026-02-16,12,0.79,No,NONE,Rejected,"[63, 58, 53]"
O51012,A10710,1,60,65,Installment,65,3,21,Call,2026-02-14,2026-02-17,3,0.79,Yes,Agent_Discretion,Rejected,"[65, 60, 55]"
O51013,A10711,1,75,75,Installment,75,3,18,Email,2026-02-24,2026-03-08,12,0.69,No,NONE,Accepted,"[80, 75, 70]"
O51014,A10712,1,56,56,Installment,56,6,9,Call,2026-02-01,2026-02-12,11,0.89,No,NONE,Accepted,"[61, 56, 51]"
O51015,A10713,1,55,55,Installment,55,3,9,Email,2026-02-09,2026-02-11,2,0.74,No,NONE,Rejected,"[60, 55, 50]"
O51016,A10714,1,68,68,Installment,68,6,18,Call,2026-01-06,2026-01-11,5,0.74,No,NONE,No Response,"[73, 68, 63]"
O51017,A10715,1,47,47,Installment,47,3,21,SMS,2026-01-18,2026-02-01,14,0.73,No,NONE,Rejected,"[52, 47, 42]"
O51018,A10716,1,47,47,Installment,47,9,12,Email,2026-01-09,2026-01-20,11,0.75,No,NONE,Accepted,"[52, 47, 42]"
O51019,A10717,1,32,32,Lump-Sum,32,0,20,SMS,2026-03-06,2026-03-24,18,0.83,No,NONE,Accepted,"[37, 32, 27]"
O51020,A10718,1,43,43,Lump-Sum,43,0,8,Email,2026-03-08,2026-03-22,14,0.55,No,NONE,Accepted,"[48, 43, 38]"
O51021,A10718,2,42,42,Lump-Sum,42,0,13,Email,2026-03-12,2026-03-23,11,0.88,No,NONE,Accepted,"[47, 42, 37]"
O51022,A10719,1,59,64,Installment,64,3,14,SMS,2026-03-25,2026-04-07,13,0.89,Yes,Agent_Discretion,Accepted,"[64, 59, 54]"
O51023,A10719,2,45,45,Installment,45,9,15,Email,2026-03-18,2026-03-23,5,0.75,No,NONE,Rejected,"[50, 45, 40]"
O51024,A10720,1,81,81,Installment,81,6,17,Email,2026-02-14,2026-02-25,11,0.78,No,NONE,Accepted,"[86, 81, 76]"
O51025,A10721,1,59,59,Installment,59,6,9,Email,2026-02-07,2026-02-09,2,0.84,No,NONE,Accepted,"[64, 59, 54]"
O51026,A10722,1,71,71,Installment,71,9,11,SMS,2026-01-24,2026-02-12,19,0.59,No,NONE,Accepted,"[76, 71, 66]"
O51027,A10723,1,83,83,Installment,83,9,17,Email,2026-02-22,2026-02-24,2,0.87,No,NONE,Accepted,"[88, 83, 78]"
O51028,A10723,2,73,73,Installment,73,6,12,SMS,2026-03-18,2026-04-01,14,0.81,No,NONE,Accepted,"[78, 73, 68]"
O51029,A10724,1,74,74,Installment,74,3,16,Call,2026-02-04,2026-02-11,7,0.63,No,NONE,Accepted,"[79, 74, 69]"
O51030,A10725,1,73,73,Installment,73,9,11,Email,2026-01-03,2026-01-18,15,0.87,No,NONE,Accepted,"[78, 73, 68]"
O51031,A10726,1,74,74,Installment,74,3,9,Email,2026-01-17,2026-02-05,19,0.56,No,NONE,Rejected,"[79, 74, 69]"
O51032,A10726,2,68,68,Installment,68,6,14,Call,2026-02-04,2026-02-15,11,0.83,No,NONE,Accepted,"[73, 68, 63]"
O51033,A10727,1,29,29,Lump-Sum,29,0,17,SMS,2026-01-03,2026-01-22,19,0.71,No,NONE,Rejected,"[34, 29, 24]"
O51034,A10727,2,21,21,Lump-Sum,21,0,14,Call,2026-03-02,2026-03-09,7,0.57,No,NONE,Rejected,"[26, 21, 16]"
O51035,A10728,1,78,78,Installment,78,6,17,Email,2026-03-29,2026-04-12,14,0.89,No,NONE,No Response,"[83, 78, 73]"
O51036,A10729,1,82,82,Installment,82,9,10,SMS,2026-02-02,2026-02-06,4,0.85,No,NONE,Accepted,"[87, 82, 77]"
O51037,A10730,1,56,56,Installment,56,6,15,SMS,2026-01-01,2026-01-19,18,0.72,No,NONE,Rejected,"[61, 56, 51]"
O51038,A10731,1,64,64,Installment,64,3,15,SMS,2026-02-16,2026-03-08,20,0.55,No,NONE,Accepted,"[69, 64, 59]"
O51039,A10731,2,60,60,Installment,60,9,9,SMS,2026-03-28,2026-03-29,1,0.81,No,NONE,Rejected,"[65, 60, 55]"
O51040,A10732,1,66,66,Installment,66,6,20,SMS,2026-01-10,2026-01-24,14,0.66,No,NONE,Accepted,"[71, 66, 61]"
O51041,A10732,2,73,73,Installment,73,9,8,Email,2026-03-14,2026-03-29,15,0.81,No,NONE,Accepted,"[78, 73, 68]"
O51042,A10733,1,57,57,Installment,57,3,10,Call,2026-01-06,2026-01-16,10,0.62,No,NONE,Accepted,"[62, 57, 52]"
O51043,A10733,2,45,45,Installment,45,6,16,Email,2026-03-31,2026-04-11,11,0.83,No,NONE,Rejected,"[50, 45, 40]"
O51044,A10734,1,68,68,Installment,68,6,13,Email,2026-02-19,2026-03-04,13,0.56,No,NONE,Accepted,"[73, 68, 63]"
O51045,A10735,1,66,66,Installment,66,6,16,Call,2026-01-19,2026-02-03,15,0.9,No,NONE,Rejected,"[71, 66, 61]"
O51046,A10736,1,48,48,Installment,48,9,17,SMS,2026-01-30,2026-02-11,12,0.85,No,NONE,Accepted,"[53, 48, 43]"
O51047,A10736,2,53,53,Installment,53,6,12,Email,2026-01-05,2026-01-09,4,0.69,No,NONE,No Response,"[58, 53, 48]"
O51048,A10737,1,54,54,Installment,54,6,13,Call,2026-03-02,2026-03-20,18,0.88,No,NONE,Accepted,"[59, 54, 49]"
O51049,A10738,1,59,59,Installment,59,3,11,Email,2026-02-20,2026-03-09,17,0.88,No,NONE,Rejected,"[64, 59, 54]"
O51050,A10739,1,54,54,Installment,54,6,18,SMS,2026-03-11,2026-03-21,10,0.72,No,NONE,Accepted,"[59, 54, 49]"
O51051,A10740,1,81,81,Installment,81,6,10,SMS,2026-02-23,2026-03-13,18,0.62,No,NONE,Rejected,"[86, 81, 76]"
O51052,A10740,2,82,82,Installment,82,3,15,SMS,2026-01-19,2026-01-24,5,0.81,No,NONE,Accepted,"[87, 82, 77]"
O51053,A10741,1,55,60,Installment,60,3,15,Email,2026-01-10,2026-01-21,11,0.62,Yes,Agent_Discretion,Accepted,"[60, 55, 50]"
O51054,A10742,1,50,50,Installment,50,6,17,SMS,2026-02-06,2026-02-23,17,0.67,No,NONE,Rejected,"[55, 50, 45]"
O51055,A10743,1,80,85,Installment,85,3,9,SMS,2026-01-06,2026-01-08,2,0.68,Yes,Agent_Discretion,Rejected,"[85, 80, 75]"
O51056,A10744,1,65,70,Installment,70,6,11,Email,2026-02-03,2026-02-09,6,0.82,Yes,Agent_Discretion,Accepted,"[70, 65, 60]"
O51057,A10745,1,36,36,Lump-Sum,36,0,10,Call,2026-01-26,2026-02-10,15,0.89,No,NONE,Rejected,"[41, 36, 31]"
O51058,A10746,1,46,51,Installment,51,3,17,Email,2026-02-04,2026-02-18,14,0.75,Yes,Agent_Discretion,No Response,"[51, 46, 41]"
O51059,A10746,2,59,59,Installment,59,9,15,SMS,2026-01-06,2026-01-25,19,0.73,No,NONE,Accepted,"[64, 59, 54]"
O51060,A10747,1,40,40,Lump-Sum,40,0,13,Call,2026-03-10,2026-03-13,3,0.55,No,NONE,Accepted,"[45, 40, 35]"
O51061,A10748,1,66,66,Installment,66,3,10,SMS,2026-02-23,2026-03-09,14,0.78,No,NONE,Accepted,"[71, 66, 61]"
O51062,A10748,2,67,67,Installment,67,6,11,SMS,2026-01-28,2026-02-14,17,0.9,No,NONE,Accepted,"[72, 67, 62]"
O51063,A10749,1,71,71,Installment,71,9,19,Email,2026-02-25,2026-03-08,11,0.55,No,NONE,Rejected,"[76, 71, 66]"
O51064,A10750,1,80,80,Installment,80,9,14,SMS,2026-02-23,2026-03-08,13,0.76,No,NONE,Accepted,"[85, 80, 75]"
O51065,A10751,1,63,68,Installment,68,3,8,Call,2026-01-17,2026-01-25,8,0.67,Yes,Agent_Discretion,No Response,"[68, 63, 58]"
O51066,A10751,2,60,60,Installment,60,9,18,SMS,2026-01-06,2026-01-23,17,0.7,No,NONE,Accepted,"[65, 60, 55]"
O51067,A10752,1,74,74,Installment,74,3,20,Call,2026-02-05,2026-02-09,4,0.77,No,NONE,Rejected,"[79, 74, 69]"
